# schema=dynamics.v1
# stride=128
# time_cs=centiseconds_relative_to_onset
subject_id	label	site	time_cs	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63
chb03_chb03_02_192	2	chb03	3602	0.22085973	-1.75748282	-1.73568316	-0.33647485	0.25107393	-2.22427887	-0.23161379	0.80164953	0.24344099	-2.34844951	-2.07336614	-0.28856938	0.38455179	-1.14621527	-0.23675016	1.35503096	-0.27592782	-1.58398802	-2.13320869	0.57971730	-0.19042975	-1.38452406	-0.48329588	1.00916757	-0.12689156	-0.85205680	-2.15458103	0.91505561	-0.15449341	-0.82847021	-0.57061415	1.18901653	0.29763599	-0.51591061	-1.76987890	2.02286965	0.11759607	0.18150517	-0.11861367	1.77006703	0.14859973	-0.58097116	-1.51341082	2.54384166	-0.52925816	-0.79442609	-0.57575052	0.35894439	0.52796477	-0.98759962	-1.37662784	0.57372912	-0.70380613	-0.51072514	-0.74525070	-0.65097672	0.73571229	-1.55145774	-1.70148742	-0.10293567	-0.35984396	0.64677472	0.06115924	2.57247011
chb03_chb03_02_193	2	chb03	3652	1.21895110	0.75819188	-0.44906828	2.77139265	-1.01183196	3.29086756	-0.08265909	1.17518199	1.31379236	1.07807293	-0.35075551	2.77738084	-0.79108012	3.22277933	-0.22647742	1.09217478	1.08797984	0.19975547	-0.33793211	2.74145173	-0.82701646	2.70076958	-0.32406844	1.07834024	0.88926481	0.44915425	-0.59012573	3.23847101	-0.82701646	2.82559800	-0.00047719	1.09217478	1.35895487	0.09132121	-0.28236403	2.42407798	-0.59086333	3.06390680	0.24606853	1.35503096	1.12862609	-0.47795862	-0.73973211	3.14266006	-0.65246849	2.41706864	0.06115924	1.65939075	0.79893980	0.19975547	-0.57730232	2.02885783	-0.66273602	2.54189705	0.29743222	1.71472889	0.92539482	0.99132553	-0.43624488	1.95699963	-0.51899064	2.64402939	0.44638692	1.28585828
chb03_chb03_02_194	2	chb03	3702	-5.11283214	-1.43760177	-1.60744912	0.12461532	1.59098628	-9.15793003	1.02679662	-0.60947312	-5.38832342	-0.48338033	-1.73995763	-0.15682933	1.61152133	-9.27141041	1.06275120	-1.31503444	-5.41993718	-0.81410481	-1.41082359	0.42402452	1.57558499	-8.77209674	1.50961530	-2.49096998	-5.43800218	-1.78459139	-1.00902359	1.36416941	1.16488388	-8.26143504	1.86916114	-2.38029369	-5.25735216	-3.26471896	-0.74828104	0.55576457	0.38455179	-7.70538118	1.57638810	-2.64314987	-6.03866350	-3.11833272	-1.20992359	-0.57001403	-0.29823879	-7.21741555	1.12438763	-2.61548080	-6.65738982	-2.16953299	-1.26549168	-1.45027708	-0.34444267	-7.92099390	1.02166025	-1.70240144	-6.79287734	-0.86290022	-1.55188103	-1.71974536	0.21000382	-9.10118984	0.29229585	-1.82691226
chb03_chb03_02_195	2	chb03	3752	0.66796854	-2.84724708	-2.45379379	2.10670423	-1.34039284	-3.25695032	-1.59275158	-0.66481126	1.05636608	-3.44905719	-1.84681933	1.32824030	-0.73460871	-4.33501392	-1.43866051	-2.03443030	-0.51980535	-3.60628686	-1.54333210	2.13664515	-0.80134764	-4.52793057	-1.23834212	-3.16886223	-0.60561411	-3.59002172	-1.02612147	2.96301454	-0.04668437	-5.06128835	-0.66820516	-2.80916430	-0.65529287	-4.57677344	-1.15008104	0.75936282	0.48722707	-3.85839633	0.19984120	-2.15894112	-0.92626790	-5.02135388	-1.82117252	0.81325648	0.36401673	-4.21018550	0.19470484	-0.83082569	-0.74561788	-4.84243736	-2.17595337	2.41808980	0.43588943	-4.61871487	0.43097781	-0.96917105	-0.43851284	-4.91291963	-1.94940656	1.41806307	0.65664127	-4.36905803	0.27175037	-0.60947312
chb03_chb03_02_196	2	chb03	3802	-0.73206913	-1.20446813	0.90166362	-0.83948231	-2.36201183	3.75613711	-0.25215927	0.91232582	-0.90368665	-1.47013205	0.91448703	-0.79157684	-2.45441958	3.71074496	-0.30865933	0.71864232	-1.30563294	-0.77073111	1.01707426	-0.30054575	-2.27473785	3.21143129	-0.25215927	0.95382942	-1.24692169	-0.49964547	0.97860405	-0.25862846	-2.31580796	2.87099015	-0.44734129	0.82931860	-1.20175918	-0.30988553	0.88029128	-0.78558865	-2.38768065	2.64402939	-0.55006867	0.84315314	-0.98046291	-0.73820083	0.94440830	-0.99517509	-2.37741312	2.42841667	-0.27270475	0.92616035	-0.30754158	-0.82494824	0.95723171	-0.55204948	-2.07965482	2.31493630	-0.23161379	1.16134746	0.03117721	-0.58639288	0.96578064	-0.17479388	-1.92050815	2.45111275	-0.06724998	1.13367839
chb03_chb03_02_197	2	chb03	3852	0.49183477	0.58469707	1.94035936	-3.07906313	1.18541894	4.03983806	0.17929573	2.19893764	0.70861479	1.25698945	1.79930191	-3.27068502	0.85685806	4.13062236	-0.12375004	1.35503096	1.30024361	0.51963652	1.63259766	-2.82157122	0.81065418	3.33625971	0.03034103	1.02300210	1.21443485	1.04012094	1.72236149	-2.43832744	0.68231009	2.76885781	0.06115924	1.17518199	1.03378483	2.16783719	1.64969553	-1.64189897	0.85685806	3.10929895	0.07656835	1.57638353	1.32282486	2.29795829	1.82067425	-2.07304822	0.77985160	2.49650490	0.24606853	1.31352735	1.06539858	0.69855304	1.93181042	-1.97124909	0.62583869	3.97174983	0.29229585	1.43803817	0.86668356	1.35458028	1.99165297	-1.54608802	0.77985160	4.41432331	0.36420501	1.68705982
chb03_chb03_02_198	2	chb03	3902	-0.42948034	2.16241547	1.50008915	-1.13290333	0.76445031	0.48790219	0.30770495	0.05458460	-0.75013413	2.07024636	1.66251893	-1.51015892	0.73364773	0.74890706	0.33338680	0.59413149	-0.97143041	2.18952404	1.78220404	-1.83950904	0.69771138	0.63542668	0.14334115	0.99533303	-1.00304416	1.47927967	1.62832319	-1.75567446	0.53856470	0.56733846	-0.03129540	0.80164953	-1.21530793	1.03469923	1.60267638	-1.59399349	0.08679349	0.91912763	-0.14943189	0.63563510	-1.24692169	0.79072216	1.77365510	-2.04310730	-0.07748695	0.64677472	-0.20593195	0.35894439	-1.14304793	1.05096437	1.77365510	-2.27065829	-0.20069728	0.63542668	-0.21620469	0.09608821	-0.93530040	0.99132553	1.89761468	-2.13293006	-0.35984396	0.62407865	-0.26756838	0.45578614
chb03_chb03_02_199	2	chb03	3952	0.95700857	-0.49422376	1.41459979	-1.49219437	0.46155825	-0.03410755	0.11252293	0.73247685	0.66796854	-0.22855984	1.34193383	-0.89337596	0.42562190	-0.22702420	-0.21620469	1.34119642	1.11959359	-0.25024669	1.71381255	-0.47420308	1.07247614	0.36307377	0.36420501	1.64555621	1.34088987	-1.10687730	1.64114659	-0.43827398	1.34456562	1.03260801	0.64156894	1.02300210	1.14217484	-1.35085437	1.43597213	-1.65986352	1.22648905	1.10069624	0.09711382	1.88074332	0.74474480	-0.92796078	1.31201255	-2.10897732	1.34969938	0.60138257	0.31797769	1.29969282	0.38344475	-0.26109011	0.86319341	-1.86944996	1.37023443	-0.19298008	-0.36515939	1.31352735	-0.22173282	-0.81410481	0.46139341	-2.74372483	0.96980086	-1.63418090	-1.40784230	2.48946289
chb03_chb03_02_200	2	chb03	4002	0.83506981	-1.64904857	0.05104448	0.27431992	-0.07748695	-0.14758793	-1.76738813	-0.81699115	0.82603731	-0.83036995	-0.03871935	0.39408360	-0.12882459	-0.49937711	-2.36834330	-0.45729322	0.20731098	-1.87133879	-0.50891083	-2.59402022	-1.24798509	-0.51072514	-2.60461628	1.67322528	0.33828225	-2.22375012	0.37162958	-2.98325219	-0.64220097	-0.14758793	-0.91475087	2.07442682	0.10795347	-2.08278559	0.57680405	-2.46228018	-0.81674893	-1.32778387	-0.15456826	1.61788714	1.04733358	-2.19121984	0.73068490	-1.62992260	1.46264218	-5.58329809	0.53884156	1.14751292	0.69958229	-2.25628039	-0.17550232	-0.47420308	1.72959790	-4.61871487	-0.62711421	-0.69248033	0.49635102	-1.88760393	0.05531895	-0.87541141	1.35483314	-1.88383773	-1.01234188	0.87082221
chb03_chb03_02_201	2	chb03	4052	-1.52241297	-1.34543266	-1.38945125	0.31623721	-0.00561426	-1.28239172	-1.27943307	1.17518199	-1.44563671	-1.86049537	-1.29968742	0.71744554	-0.02101555	-1.92922988	-1.14075111	1.11984385	-1.72564424	-0.06048674	-1.28258955	1.01086655	0.31267910	-1.52070052	-1.27943307	2.19893764	-1.25143794	0.69313133	-0.59440019	1.51387401	1.14948259	-1.18025938	-0.25215927	1.77006703	-1.24692169	0.45999768	-0.69698743	1.29231120	1.60125380	-1.48665641	-0.09293183	1.03683664	-1.59918923	-0.09843873	-0.69271296	1.78334229	1.45237466	-1.83844558	-0.23161379	1.32736189	-1.64886798	-0.22313812	-0.73545764	1.56177948	1.26755916	-2.70089646	-0.64765968	1.43803817	-1.62177048	0.12385149	-1.19282572	0.82523285	0.86199182	-2.64415627	-1.40270593	1.64555621
chb03_chb03_02_202	2	chb03	4102	0.16666473	2.16241547	-0.95345551	0.77732738	-1.94104320	3.61996066	-1.22806938	-0.15293344	1.23249985	0.48168453	-0.83377040	0.77133919	-2.31580796	3.26817148	-1.47461510	-0.11142983	1.48089363	1.39795398	-0.98765125	1.20847662	-2.71110777	1.63405402	-1.42325141	-0.72014940	-0.23076532	2.51482680	-0.80812360	-0.09095931	-1.16071111	3.43839205	-1.34106950	0.35894439	0.04020971	1.19735061	-0.55165551	-0.29455756	-1.91024062	4.40297527	-1.75711539	-0.18060251	-0.91723540	1.98349896	-0.29518743	0.02281619	-1.31472402	3.01851465	-1.54652426	0.53879335	-1.30111669	2.44434454	0.12371044	-0.04904202	-1.06316960	3.65400477	-1.15616022	0.73247685	-0.57851661	0.46541939	-0.13703211	0.44797725	-1.81783287	3.40434793	-1.20752391	1.97758507
chb03_chb03_02_203	2	chb03	4152	0.08085597	2.08108978	-0.02162148	1.53782675	-1.65355243	1.97449516	-0.07752272	-1.01067465	-0.42948034	1.92386012	0.45284448	0.82523285	-1.48927199	2.32628433	0.12793204	-0.78932208	-0.61013036	2.06482465	0.61954873	1.87915323	-0.97076185	4.10792629	0.56965977	0.27593717	-0.49722410	2.08651150	0.36735512	1.83124776	-1.01696572	4.06253413	0.51829608	1.11984385	-0.24883032	2.02687266	0.55115724	1.80130684	-0.86808657	4.19871059	0.56452340	0.64946964	0.06730722	1.86964299	0.52551043	2.44803072	-0.96049432	4.09657825	0.78025090	0.46962067	0.42409101	0.78530044	0.77342958	1.20248844	-0.95536056	4.39162723	0.67238715	0.60796603	0.83958606	0.70939647	0.76915511	0.56175275	-1.15044358	4.30084293	0.31284132	0.27593717
chb03_chb03_02_204	2	chb03	4202	-0.73658538	-0.72735741	-0.43624488	0.35815449	-1.20691498	-0.64690160	-0.52952320	-1.27353083	-0.24431407	-1.49181890	-0.46189168	-0.55803766	-2.02831719	-3.01864152	-0.75038706	-1.50871794	-0.68690662	-1.62194001	-0.54738104	-0.27060483	-0.89888915	-2.55337197	-0.76579617	-0.96917105	-0.22624907	-0.20687298	-0.43624488	-0.64187224	-1.15044358	-4.28962177	-0.31379570	-0.59563858	0.29311974	0.24312917	-0.87651508	0.72343372	-2.05911977	-6.69540581	-0.59115962	-2.42179730	-0.54690286	-1.50808404	-0.34220658	0.42402452	-0.92969174	-1.02138685	-0.71956885	-3.08585502	-0.69593912	-0.99844304	-0.50891083	1.96897599	-0.20583104	-0.70364179	-0.03129540	-1.59172515	-0.79529663	-1.02012989	-0.52600870	0.59169367	-0.86295281	-1.82709754	-0.25729564	-1.70240144
chb03_chb03_02_205	2	chb03	4252	1.07894734	1.32747172	0.79480192	1.77136592	-0.57546204	5.33351438	0.50802335	2.98750618	1.26411361	1.33289343	0.84182107	1.87915323	-0.59599709	5.42429868	0.53884156	2.98750618	1.30024361	1.04554265	0.69221469	1.67555498	-0.60113086	5.04981343	0.52343245	2.71081546	1.32282486	0.84493928	0.58535299	1.48393309	-0.59086333	4.62993603	0.61075073	2.58630464	1.16475610	0.01541724	0.49986363	1.41806307	-0.64733473	3.91500964	0.71861448	2.25427578	0.87119981	-0.83579166	0.36308065	1.63363769	-0.67813731	3.18873521	0.93947834	1.85307425	1.10152859	-0.84121337	0.35453171	1.96298781	-0.76541130	2.78020585	0.99084203	1.70089435	1.20540235	-1.73037426	0.29041469	2.08873967	-1.05803583	2.09932357	0.89325102	1.52104539
chb03_chb03_02_206	2	chb03	4302	1.45379613	1.14313348	-0.42342147	0.96296108	-0.62166591	1.47518149	-0.16484100	1.29969282	1.69315741	0.23770746	-0.07718956	-0.09694749	-0.80648141	0.85103940	-0.33947754	-0.20827158	1.86929118	2.24374117	0.29041469	0.48390636	-0.41118160	0.53329434	-0.36002302	0.10992274	1.04281733	3.21422774	0.07241682	1.05278384	-0.13395835	2.13336769	-0.06724998	0.95382942	1.61186490	2.67205647	0.21774873	1.16057115	-0.04668437	3.14334306	-0.09806820	1.42420364	0.93442732	1.32205000	0.27331682	0.94499653	0.53856470	3.68804888	-0.21106832	1.41036910	1.14669109	0.10758635	-0.12848318	0.78331556	-0.37011149	1.08934820	-0.26243201	1.18901653	1.37250362	0.31903315	0.08096576	-0.35443940	-0.45225171	2.24684807	-0.46788677	0.88465674
chb03_chb03_02_207	2	chb03	4352	-2.77341437	-0.31530724	-0.86369168	-1.03110420	-0.47278676	-3.84704829	-1.31538766	-0.70631487	-2.52050434	-0.25566840	-1.04749381	-1.36644250	-0.33930890	-4.06266101	-1.29484218	-1.21819269	-2.60179685	-0.57012774	-0.84659381	-1.05505693	-0.54979322	-4.42579822	-0.81202349	-1.84074680	-2.68308936	-1.04181674	-0.88078955	-0.76762410	-0.90402292	-4.18748943	-0.61170510	-2.60164626	-2.78244687	-1.24784183	-0.97482785	-1.01912783	-1.32499155	-4.23288158	-0.62711421	-3.12735862	-2.72373561	-1.15025100	-0.85941721	-1.22272609	-1.43793435	-3.82435221	-0.48329588	-3.36254573	-2.43469558	-0.68940542	-0.81239806	-1.00116328	-1.16071111	-3.68817576	-0.94556909	-2.17277566	-1.84306676	-0.54844089	-0.76110445	-1.04906875	-0.72434119	-3.90378848	-0.98666004	-1.79924319
chb03_chb03_02_208	2	chb03	4402	-1.20627543	-0.99844304	-0.36785339	1.02284292	0.39995308	1.15743643	-0.42679582	1.07834024	-0.59658161	-0.84663509	-0.82949594	0.98691382	0.83632300	-0.36320065	-0.93529635	1.61788714	-0.25786282	-0.86832194	-0.39777466	0.11263895	0.83632300	-1.57744071	-0.68875064	1.24435467	-0.28044407	-0.93338249	0.41437426	-0.90535233	1.03140603	-1.52070052	0.81620549	-0.15293344	-0.31657408	-0.39121122	0.21774873	-0.40234488	0.99033592	-2.38315140	1.09356941	-0.27744426	-0.59206536	-0.58097116	0.02539767	0.25036718	0.78498536	-2.41719551	0.74943269	-0.16676797	-0.70045537	-1.03097332	-0.14558105	-0.33048667	1.05707484	-2.21293083	0.39502323	-0.24977519	-0.65529287	-0.73820083	-0.55165551	0.56774093	1.22648905	-2.70089646	-0.24702290	1.06450571
chb03_chb03_02_209	2	chb03	4452	-1.00756041	-1.87133879	-0.88933849	-0.92331688	0.68231009	-2.88246507	-0.72470522	-1.14902001	-1.01659291	-1.44302349	-0.96627891	-0.91134052	1.04680732	-3.38177874	-0.63225058	-1.14902001	-0.88110539	-1.29663724	-0.78675125	-0.94726962	1.04680732	-3.05268564	-0.38056849	-1.21819269	-0.93981665	-1.59483144	-0.77820232	-0.65384860	0.72851396	-2.97324937	-0.50384135	-1.03834373	-0.98046291	-1.67615713	-0.87651508	-0.53408492	0.48722707	-2.79168076	-0.74525070	-1.07984733	-0.98497916	-1.97435133	-0.88933849	-0.99517509	0.24080640	-2.90516114	-1.00206915	-1.38420712	-1.15659668	-2.16411128	-0.91071083	-1.80956812	-0.13395835	-2.58741608	-1.14075111	-1.32886898	-1.30563294	-1.40507150	-0.81239806	-1.80956812	0.29214404	-2.57606804	-0.56034141	-1.82691226
chb03_chb03_02_210	2	chb03	4502	5.00356905	1.11060321	5.07781890	3.46602200	5.81607387	3.52917635	7.53971253	3.29186596	4.30806646	1.13229006	4.89401677	3.17858917	5.45671040	2.48515686	6.73843896	4.39862882	3.85644141	1.38711056	4.17590614	3.37619924	5.06141059	2.90503427	5.95771087	4.61998140	3.80224640	1.04012094	3.82967423	3.22050645	5.27189491	2.33763237	5.72143790	4.39862882	3.92418517	0.19433376	3.65442104	2.32227885	5.44644287	0.56733846	4.79175511	4.96584479	4.12290019	-0.32615066	4.13743593	1.86118868	5.13841705	2.36032845	5.88580171	3.96975822	3.74805140	-0.65687514	3.47916785	2.60372350	4.69177960	1.78157851	5.67521058	3.05667886	3.76611640	-0.21771641	3.30818913	2.89714452	4.77391982	1.77023048	5.46975582	3.18118968
chb03_chb03_02_211	2	chb03	4552	1.16475610	-0.47795862	0.56398065	0.11862713	-1.42253306	2.08797554	-0.63225058	0.27593717	1.04733358	-0.23940326	0.83754660	0.84918558	-2.96779596	1.40709326	-1.70575170	0.67713871	1.17378860	0.04252580	1.07691681	-0.00113655	-3.16801274	0.38576985	-2.32211598	-0.11142983	1.29121111	-0.23940326	0.77770405	0.88511469	-2.70597400	0.09072086	-2.54297985	-1.10751640	1.77896617	0.28650287	0.51268703	1.16057115	-2.23366774	-0.29511242	-2.44025247	-0.11142983	1.46282863	-0.60265801	-0.12420871	-1.55207621	-2.11559117	-0.17028401	-1.88038825	-0.91383290	0.33376600	-0.49422376	-0.48326402	0.57971730	-0.27256997	1.98584320	-0.61170510	0.82931860	-0.12689156	-0.49422376	-0.76110445	0.02880437	-0.93482550	0.73755903	-0.29838659	0.40044799
chb03_chb03_02_212	2	chb03	4602	-0.04559905	-0.38036779	1.08546575	-0.89337596	-1.09910594	0.49925023	-0.25215927	-0.83082569	-0.06366405	-0.17434271	0.88456575	-1.23470245	-1.60221479	1.02125997	-1.09966016	-1.09368187	-0.26689532	0.88831299	0.63664660	-0.77361228	-2.07452106	2.36032845	-1.80334271	-0.85849476	-0.45206159	1.64193105	0.80762532	-0.97122236	-2.24393526	3.07525484	-1.78279724	-0.16676797	0.18021348	2.22205431	1.32056149	0.04676893	-1.49440575	3.69939692	-1.58247885	0.10992274	0.30215224	1.75036531	1.63687212	1.25638210	-1.22745004	4.05118610	-1.05343284	0.77398046	0.25247349	2.24916288	1.85914446	0.26833173	-0.90402292	4.00579394	-0.03643177	0.66330417	0.50086727	1.72867846	2.13271042	-0.64786042	-0.71920742	3.46108812	0.64670531	0.53879335
chb03_chb03_02_213	2	chb03	4652	0.37892850	-0.29362039	-0.35930445	0.26833173	-0.17502846	1.92910301	-0.45761403	2.21277218	0.78990730	-0.36952437	0.23484661	-0.26461664	0.50262836	1.72483832	1.56611536	1.67322528	0.67700104	-0.71109227	0.70931256	0.18449716	0.28187651	1.77023048	3.07107149	0.24826810	0.47828601	-0.73277912	0.70503809	1.07673658	-0.20583104	1.62270598	2.55743458	-0.08376076	0.16214848	0.12385149	0.32033597	0.69349280	-0.70380613	2.07662750	1.45825161	-0.09759529	-0.21270032	0.16722519	0.28614022	0.48390636	-1.14530982	3.13199502	0.66211442	0.40044799	0.59119228	0.60638392	0.07669129	0.70546917	-0.21609857	3.44974009	-0.13915915	1.31352735	0.66796854	1.89132984	0.20919980	0.53181183	0.40508684	2.76885781	0.08684109	1.83923971
chb03_chb03_02_214	2	chb03	4702	-0.67787412	-0.23398155	-1.40227465	0.72343372	2.97196873	-2.78033273	0.74429632	0.15142635	-0.99401166	-1.05266017	-2.06481720	0.56774093	1.70392908	-2.07675438	-0.64252331	0.24826810	-0.75916663	-1.15567271	-1.59035125	-0.29455756	2.21730546	-2.75763665	-0.84797808	0.34510985	-0.41141534	-1.24784183	-0.98765125	-0.38438032	2.81282206	-3.01864152	-0.16997737	-0.55413497	-0.29399283	-0.58097116	-0.78675125	0.84319740	3.42373995	-2.88246507	1.13979673	-0.33278240	-0.44302909	0.14011663	-1.06031721	0.09467440	3.14651670	-3.18886209	0.71347811	-0.02842262	-0.79078038	0.30276801	-1.13298317	1.28632302	1.63719015	-1.90653381	0.38988686	-0.85849476	-0.58303286	0.12385149	-1.41509806	0.25635537	1.59612004	-2.31506317	-0.81202349	-0.34661694
chb03_chb03_02_215	2	chb03	4752	-0.79981289	2.56904393	0.65374448	-1.82753267	-0.30850632	1.30496092	1.22197864	0.16526089	-0.43399659	2.54193537	0.93158490	-1.98921364	0.18946877	1.36170111	1.67911548	-0.89999837	-0.28044407	2.44434454	0.55970618	-1.05505693	0.51289588	1.03260801	1.23738775	-1.23202723	-0.34818783	2.10819835	0.29041469	0.21443808	-0.07748695	0.96451978	0.36934138	-1.78540866	-0.85400789	2.33591028	-0.78247679	-0.01910110	-1.00156443	0.35172574	-1.41811504	-0.52646590	-1.88371301	2.40097083	-0.94063210	-0.92930507	-2.69570648	1.25956877	-1.60816069	0.69097324	-1.09788542	1.83711271	-0.21824701	-1.49219437	-1.98724708	1.40709326	-0.78120528	1.86690878	-0.75013413	1.26241116	-0.01734701	-0.94128144	-1.76649523	1.80427459	-0.44220492	1.54871446
chb03_chb03_02_216	2	chb03	4802	0.14408348	-2.32134095	-0.70981083	-0.37240396	0.94413204	-4.01726886	-3.13366229	3.78990925	0.09440472	-2.21290669	-0.38495126	-0.75564773	1.09301119	-3.02998956	-0.51411409	1.10600932	0.23440849	-2.25628039	0.98715298	0.50187091	1.73473166	-2.73494058	3.34843541	-1.05217826	-0.49722410	-1.75748282	0.52123597	1.32225212	1.90414587	-3.15481798	1.95134304	-0.78932208	-0.75916663	-0.85205680	-1.21847253	1.35818122	1.73986543	-2.79168076	-0.76065980	-0.38812054	-0.97594666	-0.80326138	-1.44501933	0.99889018	1.78606930	-3.84704829	-1.45920599	0.10992274	-0.97143041	-1.58940973	-2.07764060	0.87912650	2.19163664	-4.22153354	-3.98116318	3.15352061	-0.15398906	-2.22375012	-0.91498530	0.10066258	3.24405821	-4.60736683	-1.26916033	1.67322528
chb03_chb03_02_217	2	chb03	4852	1.11507734	1.46843625	-0.08146403	0.41204815	2.67934420	-0.45398496	1.53016078	-0.15293344	1.36798737	1.92386012	0.97005511	1.05877202	3.37240231	-0.57881337	3.95966333	-2.40796276	1.64799490	1.75036531	1.14958277	0.77133919	3.21838940	-0.63555356	3.75420856	-1.50871794	1.35443862	1.99976409	0.84609554	1.38213396	2.07869384	0.56733846	3.58984476	-1.50871794	0.83055356	2.42807940	0.17072959	1.31027575	1.69879532	0.59003453	2.68070744	-1.82691226	1.11056109	2.46060967	-0.70553636	1.04080747	1.79120306	1.19148054	0.54911430	-0.29127879	1.36347112	2.22205431	-0.88506402	0.38210723	2.12489771	1.02125997	-0.04156814	0.66330417	1.18733735	2.09193321	-0.14130658	1.02284292	2.18650288	0.74890706	1.40175155	-0.51263137
chb03_chb03_02_218	2	chb03	4902	1.11507734	-0.02795647	-0.35502998	0.93900834	3.52641522	-4.22153354	0.98570566	0.34510985	1.44927988	0.49794967	0.08951469	1.14260660	3.73689954	-5.00454816	2.05920679	-0.62330765	1.85122618	-0.67314028	0.45711895	0.28030810	3.00790508	-4.25557766	3.35870815	-2.62931534	1.62541365	-1.03097332	0.46139341	0.09467440	2.07869384	-3.27964640	3.00943506	-1.78540866	1.14669109	-1.24784183	0.33315937	0.14856805	1.90414587	-3.38177874	2.86048036	-1.84074680	0.29763599	-1.48097547	-0.14985552	0.67552825	1.13921506	-3.57469538	1.62775179	-1.01067465	0.08988847	-1.29121553	-0.64996828	1.26835846	0.74391525	-3.69952380	0.34365954	-0.45729322	0.07182347	-0.89543050	-0.86796615	1.07074839	0.69257762	-4.61871487	-0.70415974	-0.42962415
chb03_chb03_02_219	2	chb03	4952	0.10795347	0.96421696	-0.23534488	-0.83349412	-2.77271293	5.53777906	-1.36161498	0.69097324	0.10795347	0.90999984	0.02967214	-1.15685606	-2.32607549	4.59589192	-0.93529635	0.93999489	-0.16302156	0.67144448	0.38017852	-0.73169500	-2.55709486	4.16466647	-0.46788677	1.07834024	0.16666473	0.73650503	0.22629767	0.01682801	-2.19259763	4.42567135	-0.72470522	0.67713871	0.16214848	1.28951973	-0.62859594	0.81325648	-1.81269911	4.62993603	-2.32725235	1.24435467	-0.00495279	1.65277448	-1.29968742	-0.30653393	-1.55087715	4.53915173	-3.53943544	2.54480103	-0.45206159	1.36542370	-0.95772998	-0.44426216	-2.03345095	4.59589192	-2.59434354	2.06059228	-0.59206536	0.86662613	-0.66279168	-0.97721054	-1.99238084	4.52780369	-1.33593313	1.06450571
chb03_chb03_02_220	2	chb03	5002	0.64087103	-0.31530724	-0.35075551	-0.23467572	-0.04155060	1.11204428	0.21011394	-0.02842262	0.55957852	-0.72735741	-0.26526615	-0.30054575	0.06112467	0.54464238	0.43097781	-0.29127879	0.39247725	-0.61892315	-0.27808956	-0.24066391	-0.07748695	0.71486295	0.39502323	-0.36045147	0.42860726	-0.33157238	-0.41914700	-0.18078207	0.05599091	0.43116200	0.40529597	-0.41578962	0.15763223	-0.13639072	-0.48326402	-0.01311291	-0.14422588	0.69216687	0.51315971	-0.27744426	0.06730722	0.19433376	-0.50891083	-0.10293567	-0.16476093	0.49925023	0.55425067	-0.48496230	0.21634348	-0.71651398	-0.64996828	-0.30653393	-0.26230245	0.37442181	0.49261424	-0.60947312	0.16666473	-1.13398586	-0.79102572	-0.09095931	-0.25203492	0.59003453	0.53370519	-0.58180405
chb03_chb03_02_221	2	chb03	5052	-2.92696688	-5.62858571	-2.40677464	-0.46821490	-1.21718251	-9.45297902	-1.61329706	-1.89608494	-2.69663811	-4.90207620	-2.47089166	-0.67780134	-1.08370465	-9.66859174	-1.64925164	-2.26961741	-2.46179308	-5.52015145	-2.49653847	-0.78558865	-1.15557734	-9.71398389	-1.69034259	-2.42179730	-2.19985055	-6.02979245	-2.52645975	-0.58797858	-1.23771756	-9.73667997	-1.76738813	-2.68465348	-2.28114306	-6.11111814	-2.26999167	-1.06104512	-1.06830336	-9.80476819	-1.58247885	-3.00284780	-2.26759431	-5.67738112	-2.31273635	-1.10296241	-0.73460871	-10.29273382	-1.43866051	-2.90600605	-2.48889058	-5.74786339	-2.40677464	-0.68977771	-0.84755152	-10.11116522	-1.68520623	-1.68856691	-2.66954060	-5.44966919	-2.52645975	-0.89337596	-1.03750078	-10.11116522	-1.59275158	-2.06209937
chb03_chb03_02_222	2	chb03	5102	1.34088987	0.40035884	-1.26976614	-0.66582497	-2.27987161	5.43564672	-1.96257015	1.81157064	0.96604107	0.25939431	-1.35525550	0.44198907	-3.05506994	5.59451925	-2.27588866	2.55863557	1.23249985	0.55758851	-1.01329806	1.13063023	-2.58789744	5.48103887	-1.96770652	0.81548407	1.23249985	0.60096221	-0.55592998	0.51384728	-2.60843249	5.42429868	-1.44893325	1.16134746	1.41314987	0.82325243	-0.35502998	-0.14485296	-2.49035593	5.31081830	-1.23834212	1.70089435	1.98671369	0.73650503	0.34170831	0.21443808	-2.08478859	5.84417609	-0.51411409	0.12375728	2.08607120	0.85036100	0.53833384	0.04078074	-1.89483933	6.53640640	0.31284132	1.05067117	1.79251492	0.93168669	0.22202320	0.16054442	-1.70489007	6.28674956	-0.09806820	1.83923971
