ATTEMPT_INDEX	PARENT_V7_ORDINAL	CHECKPOINT_ROLE	DEPTH_DELTA	CHILD_U_OFFSET	CHILD_S_OFFSET	NODE_ID	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	C1_ORIENTATION_UNRESOLVED	C2_HULL_ORIENTATION_UNRESOLVED	EVENT1_CHARTS_CERTIFIED	EVENT2_CHARTS_CERTIFIED	HOMOGENEOUS_COMPUTATION_VALID	CERTIFICATE_PASS	PROBE_PASS
404	23	MASKED_TARGET	4	12	9	U07-0000000108_S08-0000000169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16715	77050219add7870059d4d8713acc7dcb11852e3f22ee8a134874e788805956c6	6475169ab654a9ee6ea16d03751cd34ac93c01d6c8e37b4af65572c578b7cb25	b5f2ad17c219e5e9f6d9e216d03c4d48d573d116de249f000b25b4f6d3053d5a	7c7c8c79a4a91b41b85c238e5a558f96926e694ba1198a51d8e3abe25bae45a9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
405	23	MASKED_TARGET	4	12	10	U07-0000000108_S08-0000000170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17474	5889cae2a9684cb2d230602d791e6b4c22f33557c61fae6a046810ef900c5d04	edf8fe974427d3a2e7a99db6d7be71298ac6a769707b454fdd36a73ff7f2b207	ecd43df40ef768374df74ab2442a668ce7dfd317fdf3fad6ffaf423560656d46	ca0561640adf360af231bc53d1ec2c925fe6cdaec3b709b4e7b69406dcc83980	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
406	23	MASKED_TARGET	4	12	10	U07-0000000108_S08-0000000170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16690	5889cae2a9684cb2d230602d791e6b4c22f33557c61fae6a046810ef900c5d04	edf8fe974427d3a2e7a99db6d7be71298ac6a769707b454fdd36a73ff7f2b207	74de1cb2120b36d048aede00c3a76aea94dcf8f1277d8409b6296d8d8fd17c5e	5f13b16f565a37a744d76311cc9fe3f1d808ca274dc376263f5ebd84682dd8e1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
407	23	MASKED_TARGET	4	12	11	U07-0000000108_S08-0000000171	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17437	3dfdccd6c46bff11517adeec00e5d269bc33c4e7c88c8478827b878b58c0390c	60e761f081e8e00feefd959604347277e443812e3efae2b4903a997b97baf865	0b433c51e66d04a7bfe827c767b68161fbf145ab27610699594bbed11c9cb171	d2c81aeec4b07e7d79adf1d67134c4e4e51b2584d74be20ee21c519720c6c839	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
408	23	MASKED_TARGET	4	12	11	U07-0000000108_S08-0000000171	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16674	3dfdccd6c46bff11517adeec00e5d269bc33c4e7c88c8478827b878b58c0390c	60e761f081e8e00feefd959604347277e443812e3efae2b4903a997b97baf865	38b210e9ea8f59688e185d51dcb74df51db6f1be25bc8d31aaec1cc2350ee886	0645071245b74b5699c8b605b29cc2e76355be51d6141f53aa8ff4b62bb406bc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
409	23	MASKED_TARGET	4	12	12	U07-0000000108_S08-0000000172	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17474	a1c68b0183f2ef5e1be20bc19448108e39bd871a0385eef435e5639a22b2be14	5cadde3f2784564182f995a5aca6cc58adcc8e7b0222f4c5c00f29179f0ebf4d	c2478d4a92c418a07464cebfe1b539000a351ea0c60da447305cad8a2386d906	9a671712ce53d12a073766dffc5eab1c3b3b78c5abccba9ca3e2b1b66f5dbc2a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
410	23	MASKED_TARGET	4	12	12	U07-0000000108_S08-0000000172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16780	a1c68b0183f2ef5e1be20bc19448108e39bd871a0385eef435e5639a22b2be14	5cadde3f2784564182f995a5aca6cc58adcc8e7b0222f4c5c00f29179f0ebf4d	1c04585748cc6e417ada873a099d66b69b6df82642152997a2cb1a77e536a829	ff13f32f11736771616e9f446430e383e4f2a9fb591b291f4a163c8ba2ffe0cb	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
411	23	MASKED_TARGET	4	12	13	U07-0000000108_S08-0000000173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17396	aad480a71f14c3b59e5562758b555661aec9a22390beb517e02aaa7630ca46c2	3cd9765e429f9f9e2dc31653a55aa128354d3aae04738d5da45729b2fd329d57	0e01f3a4eaba103f52eb67bace225a7f3bd051c003125db0f2040919a3bb1eba	64376c9d3840d03907416042af4966ffba3a6660f1539cf282a732a1cb8f0127	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
412	23	MASKED_TARGET	4	12	13	U07-0000000108_S08-0000000173	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16774	aad480a71f14c3b59e5562758b555661aec9a22390beb517e02aaa7630ca46c2	3cd9765e429f9f9e2dc31653a55aa128354d3aae04738d5da45729b2fd329d57	9c3b76f777c9397b1a12c5321f307e13c39fcd7ddbc0c26d2cd6a485e09f9b9f	6d565054185bc7724331fdb927a0c2b7d1bf811bfedbf9362515ba9edb089485	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
413	23	MASKED_TARGET	4	12	14	U07-0000000108_S08-0000000174	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17391	9f1b9763c808ea7f064c9d34d888fd9bdf53e77b1cf179282d424bb381e12417	cc966c5af0380f60bb3ab02c76cd94a0c677391ed9f215c95d0cf0dc5942acba	249258faee8314ccdf0d9944055b4d9d4e9f77d4905f1990adde811e2e30bc62	1a20597d0e67851e1e2a2ef0c59a8150e8a4d865c57cbdc145dc09bc5f76a7e0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
414	23	MASKED_TARGET	4	12	14	U07-0000000108_S08-0000000174	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16740	9f1b9763c808ea7f064c9d34d888fd9bdf53e77b1cf179282d424bb381e12417	cc966c5af0380f60bb3ab02c76cd94a0c677391ed9f215c95d0cf0dc5942acba	9fbd08a7ff98821ecf4f75f57841b57aa30db0e6697fa62990f8ce0eea001495	b1d37a0f09622a57a5cec150936e018d8313f85dec6f38f1b148753154bfbb1c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
415	23	MASKED_TARGET	4	12	15	U07-0000000108_S08-0000000175	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17461	01633428719205325c20d96224490eb87b839114f03d1e8f9d283c0ddd308cbf	23b4602123a9df86a28be8bc379fa04e98c852c5a646f33baa43e86e9499c676	97d1f732ca0ccc5317267a9c0a8276f389adde91964692c8d3f1151e24d96b6a	6290723bc0cba0cfe1623e2a22c80410df9484a9d93a0690f29cb4f17fe69e36	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
416	23	MASKED_TARGET	4	12	15	U07-0000000108_S08-0000000175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16756	01633428719205325c20d96224490eb87b839114f03d1e8f9d283c0ddd308cbf	23b4602123a9df86a28be8bc379fa04e98c852c5a646f33baa43e86e9499c676	1714633865e92ae071eb8d94e5e0ee9d7e94f59fdc4e7ce1764ff64af05549df	59d20b9d47e261fae31ddef012ffeb2dd7409be1011f6ef37adc03bb82720cf7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
417	23	MASKED_TARGET	4	13	0	U07-0000000109_S08-0000000160	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17460	2a2c8dcce82120d8f4e7b7bfe4ad91344b58f5012625cd29ce54ce538e3f02a5	01473e313f24d15d8175579b83ae2e6ae917981e6b66f13e9346a87d1f3dffd7	1e60246a27d76de8068b4836b4e0a8e62cfda1409320cbb0c069433a6913e732	a05dfb8fbf3459f91fbf57df676658aeb9a098a8303527c5dc112a1893f4309e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
418	23	MASKED_TARGET	4	13	0	U07-0000000109_S08-0000000160	C0Rect2Set	DESCENDANT_PROBE_REJECTED	0	16706	2a2c8dcce82120d8f4e7b7bfe4ad91344b58f5012625cd29ce54ce538e3f02a5	01473e313f24d15d8175579b83ae2e6ae917981e6b66f13e9346a87d1f3dffd7	127eee1118d1ebf6b5cda4de1ba5fe412f7d036e0935928c2171d96176b227d5	ce8f50f1cd875ffad0b9ce24cf843c333b16a54fd605ed43c6b0b7e9a755b37e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
419	23	MASKED_TARGET	4	13	1	U07-0000000109_S08-0000000161	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17421	d0c6342b1d61f270147ebcd8a057b8cb35e6dbf57b4a98aa635346c2b8852aa2	19fe458804570506bf3e87ffc98dadc4537252f1f7564404714cc96191423572	29d40ff3fb2f1ca40010562a0253c6629c05cb0339ca48445ab83e5ae77234ff	8ff9bb1084570d9022ec086d65adda88fa6c333a3bb16e4e13804abcee9ce334	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
420	23	MASKED_TARGET	4	13	1	U07-0000000109_S08-0000000161	C0Rect2Set	DESCENDANT_PROBE_REJECTED	0	16738	d0c6342b1d61f270147ebcd8a057b8cb35e6dbf57b4a98aa635346c2b8852aa2	19fe458804570506bf3e87ffc98dadc4537252f1f7564404714cc96191423572	12b09e711d1912863265b3a7573d76c88ea702b811e73bdaa92705e5fd027bb9	3d6474028f83bd64ce2a2ba22349bbc2d0a3ce217c383fa89dd1b4c5094e2d2f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
421	23	MASKED_TARGET	4	13	2	U07-0000000109_S08-0000000162	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17480	32f76de558da5b07fcd2d0bbfdcbc193d33fdfd07ad2cf4646f503a2cd621b73	ec4d207bcedc86e0a4c8029645138c7e11a7ca458e3ef7eda0c904e066302906	0d6ed064fdd894c3184c064e0244810a26ab5947b0bf15528428a5713371f551	2dbcd6ef33248533d4e62b92a3bc7499c500869b50a0a93e2cf8a30c133f97cc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
422	23	MASKED_TARGET	4	13	2	U07-0000000109_S08-0000000162	C0Rect2Set	DESCENDANT_PROBE_REJECTED	0	16773	32f76de558da5b07fcd2d0bbfdcbc193d33fdfd07ad2cf4646f503a2cd621b73	ec4d207bcedc86e0a4c8029645138c7e11a7ca458e3ef7eda0c904e066302906	da4e9ee39b57302f950b8361f4f1eb6bd10780545700396bf6082136febadc18	8d2c1783b42c37b91252e683c2341613f46f97958a9904a2abc9b51e1bd28321	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
423	23	MASKED_TARGET	4	13	3	U07-0000000109_S08-0000000163	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17470	9cfd4d075ab11fe131b859bb6f410e90a90865d48c095d923fee74d614d7a341	a3d3aedffa33c557b8f4ad988d082cbbfdd9e5c3f7e7465fc38f013c8f88e981	3ab5e0c3940d540cc9ac3cd55b2e470e4654c2878ca17fa36d1763a84c075710	d44452b0465553449ef299c2930bc3dbfb8fee1d37b6cd12e05acb95448c0015	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
424	23	MASKED_TARGET	4	13	3	U07-0000000109_S08-0000000163	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16687	9cfd4d075ab11fe131b859bb6f410e90a90865d48c095d923fee74d614d7a341	a3d3aedffa33c557b8f4ad988d082cbbfdd9e5c3f7e7465fc38f013c8f88e981	8c9f7104c8de76ef4dace2527ab273fef8e3a4dec7a12d882919070b7e4a3f83	7a713141e54c6b5270d2fb06ab47219777f0f782557e7ce67dcc7c51967dc6a0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
425	23	MASKED_TARGET	4	13	4	U07-0000000109_S08-0000000164	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17434	3161332cf863be79864632a7a40900b3f651698a619415808118ca3bc9f61564	0610cf99ea72bcc31a572b10dcd54e5a635151dc6547a96b9ed5d8bd40ebafd9	5d2cea73e3646f7a28ada9afcf84493ec52532ad821d6487268c14a7ece141ef	e6e935630de42fb76d460b2e9f1c0770710536e319799aa21cac72dc20d9f9d9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
426	23	MASKED_TARGET	4	13	4	U07-0000000109_S08-0000000164	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16694	3161332cf863be79864632a7a40900b3f651698a619415808118ca3bc9f61564	0610cf99ea72bcc31a572b10dcd54e5a635151dc6547a96b9ed5d8bd40ebafd9	ff9ceba5c4454a8935c531d40a90141d9c5daa328f848a31f17497efa7d78ea0	7a488770a7fee271b788261c2707c83612ab2b3788cf8bd490fcc0e8815ded9d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
427	23	MASKED_TARGET	4	13	5	U07-0000000109_S08-0000000165	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17439	c4bae485d4d5e590c1cbe3f94e0c128c3a690e83de0dd14cf2441eca08e713ec	361d10b4cfe9c2dbdc3532634f5b16935862245a7ad7c934f256a1829ca3ea39	331c8a8e50873405a40779b9a4d072eb2b67e11d3d620af86ae02df211468f10	c0d6570c262c0be832e81b6ede251d383b4eb881c4d90dae11b981b5cd4b14ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
428	23	MASKED_TARGET	4	13	5	U07-0000000109_S08-0000000165	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16725	c4bae485d4d5e590c1cbe3f94e0c128c3a690e83de0dd14cf2441eca08e713ec	361d10b4cfe9c2dbdc3532634f5b16935862245a7ad7c934f256a1829ca3ea39	ae673f4806076581dc00215c18a0101d91d1f2477e947c25e56ab09c602c0ff6	3cc09802a1a10d1d3ecf3f519b881b0142209aa7e621411e5cfe8d3ba473ac65	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
429	23	MASKED_TARGET	4	13	6	U07-0000000109_S08-0000000166	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17400	2f10338da50eb4824ff5f09e4131da44a8f38f0a0d8b1d2744ec84b2620a50d4	92531ffb636724af33ae81b2b3058606a69e35a214fb2e68a373130f09f6348d	88c18831b6f253922e98a3e0ecf10113dc0a255889f701d1ae7afe6bbc128863	44868c30c0fb35d7eaa84a59770fc3ab13493662e806031e6102f94d37a20344	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
430	23	MASKED_TARGET	4	13	6	U07-0000000109_S08-0000000166	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16739	2f10338da50eb4824ff5f09e4131da44a8f38f0a0d8b1d2744ec84b2620a50d4	92531ffb636724af33ae81b2b3058606a69e35a214fb2e68a373130f09f6348d	00b2055430aba73bf5b03b60857acde2b97858fbe74a2a3b6be7120da7444c92	80609c7785854e165b50c1392a94cdcc9dc8294c0adafbbe57e953a822cb075a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
431	23	MASKED_TARGET	4	13	7	U07-0000000109_S08-0000000167	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17426	9d2b89bc55c284c9cde85f64108f619a67721441c32315b4ce3545156a89e3a7	767ccba30a98a73d21cb1494614f59d458c5e1274b8884eee4f8dfc1d8602cde	9d9ed2d228b20bf0909e9f9bc51d6ca0033a7653a6f8f32e3318780459b2f067	0a705981fe9dec39c5efca489b338ee1d0fe5dff837b056ab0feef9a51fd5c41	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
432	23	MASKED_TARGET	4	13	7	U07-0000000109_S08-0000000167	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16712	9d2b89bc55c284c9cde85f64108f619a67721441c32315b4ce3545156a89e3a7	767ccba30a98a73d21cb1494614f59d458c5e1274b8884eee4f8dfc1d8602cde	c8112cab0ea5a33108faae775e582c263325dd57d066af57ad7793c7f057afdb	b6f239655e134aab52242a423799aa8f181500c47ab389bba7d16ab430e9bda7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
433	23	MASKED_TARGET	4	13	8	U07-0000000109_S08-0000000168	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17428	0de7b1db7cf005f97388b8056bd3d0318dbc8160f33a344d0562a6932dcfe505	88651e115f0cc1a472f9b685fd21c6b3ad531def34e47fa741d574f5ea949957	ebc847088ed62aa0072a979fbec66cc5be9e5f08c165c03de6e0e6d8558ff0d3	7d8d390cc3300bdd30a4fe157f5d4af44c4ed80bf1af0c02d088a60df2e57e36	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
434	23	MASKED_TARGET	4	13	8	U07-0000000109_S08-0000000168	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16747	0de7b1db7cf005f97388b8056bd3d0318dbc8160f33a344d0562a6932dcfe505	88651e115f0cc1a472f9b685fd21c6b3ad531def34e47fa741d574f5ea949957	db0190e2338cd6ebdaa5ee448066a33d9c3fe57f3ad3649772f78bea10002051	84ad236108bffed6906200820c4505de35141b9ae67d648ecb6c2ab24822784a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
435	23	MASKED_TARGET	4	13	9	U07-0000000109_S08-0000000169	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17407	fdd6e8d3998bb7bda827cbe9b290dc50ea6af0868be9028d4d39e9241fbe4928	f7803ce00e6f0e52e9eb056bdb739e49a6563cb556ab5a14b914768e4a540972	5fce8b4ca86b78a614756c291f08816861f1fa903d0701a1ea871813ba21acad	7828a92f9f62284c6c154bfd2b16fa9bf94b6d101d92a908f0faae87e5942f57	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
436	23	MASKED_TARGET	4	13	9	U07-0000000109_S08-0000000169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16700	fdd6e8d3998bb7bda827cbe9b290dc50ea6af0868be9028d4d39e9241fbe4928	f7803ce00e6f0e52e9eb056bdb739e49a6563cb556ab5a14b914768e4a540972	349a084975d256647b7b5d62564b8e34f625655093481411b7de898f5b9a76ed	85a08850e0353f162ea8fb297c5714bbbebbf60c0c6f56e068e3bc9955036e8e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
437	23	MASKED_TARGET	4	13	10	U07-0000000109_S08-0000000170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17430	685ebd874ffbbbf3f39c7aa2dca3e9edb295c2653050e712be0265629732b449	b9c7181bc39e08675a21049a80d40e64eede10f36ef34666bb2e4351454c2add	f47c360c7dc6f3035e9691b61df0eb9ed4c9f5f8723bb928502d20b2e7bfe8ba	37ca283218f0d5ce4df87e620d5d2df9bf46458dcd52105ad54efe1356ff0765	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
438	23	MASKED_TARGET	4	13	10	U07-0000000109_S08-0000000170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16709	685ebd874ffbbbf3f39c7aa2dca3e9edb295c2653050e712be0265629732b449	b9c7181bc39e08675a21049a80d40e64eede10f36ef34666bb2e4351454c2add	82daf5aab2762547635fcde03e4ff5cb881ad23661984ba5aa95779eb38cfe57	8f140dc22627cc46147ba21fdd5f917c9b068c733ea90f8bdc09823b183dfa92	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
439	23	MASKED_TARGET	4	13	11	U07-0000000109_S08-0000000171	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17447	9ea1740d676ccba2a5b3a8c033efc60fbc07f658168343127be14e93f860f6f3	969b5a31037eb8d201b10e957be678aed7230d23c36be7c4235dffdecba4efa2	ea2019116636c06d549a180e6021bd6094a5dad25e0bd0f19c6855bebfccd421	0733a3f8dbee496141e3c320cd05d35b1afb1662d35b53ece944f1354430c6d1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
440	23	MASKED_TARGET	4	13	11	U07-0000000109_S08-0000000171	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16719	9ea1740d676ccba2a5b3a8c033efc60fbc07f658168343127be14e93f860f6f3	969b5a31037eb8d201b10e957be678aed7230d23c36be7c4235dffdecba4efa2	1ec1d2c9efad8eb4cccb53a65800461460de721d148c0dfed6863d87929325da	cc370debb3a61d5670d460f732b9cfc89bf72f9a4c50553fe4b7ce257094eda9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
441	23	MASKED_TARGET	4	13	12	U07-0000000109_S08-0000000172	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17815	293c0162400a22b8ffd5eb3fe9e5cf0cdd41ef3a203244799bd64b0b1b6195a1	709c38afcec47adeb8b02171bc200b11e7152edccea9eb5906886a90f95eff2b	6ec4a8f0c226a45a565cb30a6bcbd9bb53deedc4e94afdd909800f1a66687a8e	ce0b4bb8336213240fefbc7f0087cb491a9ab17a7b52de4f36e2ae3f5300d9bf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
442	23	MASKED_TARGET	4	13	12	U07-0000000109_S08-0000000172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16702	293c0162400a22b8ffd5eb3fe9e5cf0cdd41ef3a203244799bd64b0b1b6195a1	709c38afcec47adeb8b02171bc200b11e7152edccea9eb5906886a90f95eff2b	6190a12a4d479716a2145269577992afce1e218236d9cc8fe205e92402b393e0	e66e37a6295da32080b58d15680cc573fef21534246d6de87a02fdd38e660171	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
443	23	MASKED_TARGET	4	13	13	U07-0000000109_S08-0000000173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17434	4728794a2f6b25c5b602a4f5551ba8633e7fd9e59b49f2daf11798e9074efcc0	3839dd01066133411c8249f8aa8edbac8a2af7e55b4b9647908dfeeb698e8e1f	4876d120b6653f4e6f7f87a201fda577974b2d4d471a7a5a3b3dd72ff35f3c7a	29c285f3ec0b798e7315dec894e8267fd544351bdaf04ee2a52fa58a4fae273a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
