id	ontology	iri	label
1639	mouse	http://mouse.owl#MA_0001649	outer renal cortex
1640	mouse	http://mouse.owl#MA_0001650	cortical arch
1641	mouse	http://mouse.owl#MA_0001651	renal column
1642	mouse	http://mouse.owl#MA_0001652	inner renal medulla
1643	mouse	http://mouse.owl#MA_0001653	outer renal medulla
1644	mouse	http://mouse.owl#MA_0001654	renal pyramid
1645	mouse	http://mouse.owl#MA_0001655	left kidney
1646	mouse	http://mouse.owl#MA_0001657	glomerulus
1647	mouse	http://mouse.owl#MA_0001658	glomerular capillary endothelium
1648	mouse	http://mouse.owl#MA_0001659	glomerular capillary basement membrane
1649	mouse	http://mouse.owl#MA_0001660	glomerular capsule
1650	mouse	http://mouse.owl#MA_0001661	glomerular juxtacapillary capsular wall
1651	mouse	http://mouse.owl#MA_0001662	glomerular outer capsular wall
1652	mouse	http://mouse.owl#MA_0001663	juxtamedullary renal corpuscle
1653	mouse	http://mouse.owl#MA_0001664	urinary space
1654	mouse	http://mouse.owl#MA_0001665	renal convoluted tubule
1655	mouse	http://mouse.owl#MA_0001666	distal convoluted tubule
1656	mouse	http://mouse.owl#MA_0001667	distal convoluted tubule convoluted part
1657	mouse	http://mouse.owl#MA_0001668	distal convoluted tubule macula densa
1658	mouse	http://mouse.owl#MA_0001669	proximal convoluted tubule
1659	mouse	http://mouse.owl#MA_0001670	proximal convoluted tubule neck
1660	mouse	http://mouse.owl#MA_0001671	proximal convoluted tubule convoluted part
1661	mouse	http://mouse.owl#MA_0001672	proximal convoluted tubule straight part
1662	mouse	http://mouse.owl#MA_0001673	distal convoluted tubule straight part
1663	mouse	http://mouse.owl#MA_0001674	junctional tubule
1664	mouse	http://mouse.owl#MA_0001675	loop of henle
1665	mouse	http://mouse.owl#MA_0001676	loop of henle ascending limb
1666	mouse	http://mouse.owl#MA_0001677	loop of henle ascending limb thick segment
1667	mouse	http://mouse.owl#MA_0001678	loop of henle ascending limb thin segment
1668	mouse	http://mouse.owl#MA_0001679	loop of henle descending limb
1669	mouse	http://mouse.owl#MA_0001680	renal tubule basement membrane
1670	mouse	http://mouse.owl#MA_0001681	renal tubule epithelium
1671	mouse	http://mouse.owl#MA_0001682	kidney blood vessel
1672	mouse	http://mouse.owl#MA_0001683	right kidney
1673	mouse	http://mouse.owl#MA_0001684	left ureter
1674	mouse	http://mouse.owl#MA_0001685	right ureter
1675	mouse	http://mouse.owl#MA_0001686	urethra epithelium
1676	mouse	http://mouse.owl#MA_0001687	urethra urothelium
1677	mouse	http://mouse.owl#MA_0001688	urethra gland
1678	mouse	http://mouse.owl#MA_0001689	urethra lamina propria
1679	mouse	http://mouse.owl#MA_0001690	urethra skeletal muscle
1680	mouse	http://mouse.owl#MA_0001691	urethra smooth muscle
1681	mouse	http://mouse.owl#MA_0001692	urinary bladder mucosa
1682	mouse	http://mouse.owl#MA_0001693	urinary bladder urothelium
1683	mouse	http://mouse.owl#MA_0001694	urinary bladder fundus region
1684	mouse	http://mouse.owl#MA_0001695	urinary bladder lamina propria
1685	mouse	http://mouse.owl#MA_0001696	urinary bladder serosa
1686	mouse	http://mouse.owl#MA_0001697	urinary bladder smooth muscle
1687	mouse	http://mouse.owl#MA_0001698	urinary bladder detrussor smooth muscle
1688	mouse	http://mouse.owl#MA_0001699	urinary bladder neck smooth muscle
1689	mouse	http://mouse.owl#MA_0001700	urinary bladder trigone smooth muscle
1690	mouse	http://mouse.owl#MA_0001701	urachus
1691	mouse	http://mouse.owl#MA_0001702	clitoral gland
1692	mouse	http://mouse.owl#MA_0001703	female preputial gland
1693	mouse	http://mouse.owl#MA_0001704	left ovary
1694	mouse	http://mouse.owl#MA_0001705	right ovary
1695	mouse	http://mouse.owl#MA_0001706	ovary capsule
1696	mouse	http://mouse.owl#MA_0001707	ovary follicle
1697	mouse	http://mouse.owl#MA_0001708	ovary growing follicle
1698	mouse	http://mouse.owl#MA_0001709	ovary mature follicle
1699	mouse	http://mouse.owl#MA_0001710	ovary primordial follicle
1700	mouse	http://mouse.owl#MA_0001711	ovary germinal epithelium
1701	mouse	http://mouse.owl#MA_0001712	ovary theca
1702	mouse	http://mouse.owl#MA_0001713	ovary theca externa
1703	mouse	http://mouse.owl#MA_0001714	ovary theca interna
1704	mouse	http://mouse.owl#MA_0001715	zona pellucida
1705	mouse	http://mouse.owl#MA_0001716	left oviduct
1706	mouse	http://mouse.owl#MA_0001717	right oviduct
1707	mouse	http://mouse.owl#MA_0001718	oviduct epithelium
1708	mouse	http://mouse.owl#MA_0001719	ciliated columnar oviduct epithelium
1709	mouse	http://mouse.owl#MA_0001720	cuboidal oviduct epithelium
1710	mouse	http://mouse.owl#MA_0001721	oviduct smooth muscle
1711	mouse	http://mouse.owl#MA_0001722	decidua
1712	mouse	http://mouse.owl#MA_0001723	placenta metrial gland
1713	mouse	http://mouse.owl#MA_0001724	cervix epithelium
1714	mouse	http://mouse.owl#MA_0001725	cervix squamous epithelium
1715	mouse	http://mouse.owl#MA_0001726	uterine gland
1716	mouse	http://mouse.owl#MA_0001727	left uterine horn
1717	mouse	http://mouse.owl#MA_0001728	right uterine horn
1718	mouse	http://mouse.owl#MA_0001729	uterus serosa
1719	mouse	http://mouse.owl#MA_0001730	vagina epithelium
1720	mouse	http://mouse.owl#MA_0001731	vagina squamous epithelium
1721	mouse	http://mouse.owl#MA_0001732	vagina sebaceous gland
1722	mouse	http://mouse.owl#MA_0001733	vagina smooth muscle
1723	mouse	http://mouse.owl#MA_0001734	efferent duct epithelium
1724	mouse	http://mouse.owl#MA_0001735	epididymal duct
1725	mouse	http://mouse.owl#MA_0001736	epididymal smooth muscle
1726	mouse	http://mouse.owl#MA_0001737	prostate gland epithelium
1727	mouse	http://mouse.owl#MA_0001738	prostate gland lobe
1728	mouse	http://mouse.owl#MA_0001739	prostate gland dorsolateral lobe
1729	mouse	http://mouse.owl#MA_0001740	prostate gland ventral lobe
1730	mouse	http://mouse.owl#MA_0001741	prostate gland smooth muscle
1731	mouse	http://mouse.owl#MA_0001742	penis epithelium
1732	mouse	http://mouse.owl#MA_0001743	penis erectile tissue
1733	mouse	http://mouse.owl#MA_0001744	penis foreskin
1734	mouse	http://mouse.owl#MA_0001745	seminal vesicle epithelium
1735	mouse	http://mouse.owl#MA_0001746	left testis
1736	mouse	http://mouse.owl#MA_0001747	right testis
1737	mouse	http://mouse.owl#MA_0001748	seminiferous tubule epithelium
1738	mouse	http://mouse.owl#MA_0001749	vas deferens epithelium
1739	mouse	http://mouse.owl#MA_0001750	vas deferens smooth muscle
1740	mouse	http://mouse.owl#MA_0001751	reproductive gland
1741	mouse	http://mouse.owl#MA_0001752	reproductive organ
1742	mouse	http://mouse.owl#MA_0001753	prepuce epithelium
1743	mouse	http://mouse.owl#MA_0001754	larynx connective tissue
1744	mouse	http://mouse.owl#MA_0001755	larynx ligament
1745	mouse	http://mouse.owl#MA_0001756	laryngeal extrinsic ligament
1746	mouse	http://mouse.owl#MA_0001757	laryngeal intrinsic ligament
1747	mouse	http://mouse.owl#MA_0001758	larynx cartilage
1748	mouse	http://mouse.owl#MA_0001759	arytenoid cartilage
1749	mouse	http://mouse.owl#MA_0001760	apex of arytenoid
1750	mouse	http://mouse.owl#MA_0001761	base of arytenoid
1751	mouse	http://mouse.owl#MA_0001762	cricoid cartilage
1752	mouse	http://mouse.owl#MA_0001763	epiglottic cartilage
1753	mouse	http://mouse.owl#MA_0001764	thyroid cartilage
1754	mouse	http://mouse.owl#MA_0001765	larynx epithelium
1755	mouse	http://mouse.owl#MA_0001766	larynx mucosa
1756	mouse	http://mouse.owl#MA_0001767	larynx mucous gland
1757	mouse	http://mouse.owl#MA_0001768	larynx muscle
1758	mouse	http://mouse.owl#MA_0001769	laryngeal extrinsic muscle
1759	mouse	http://mouse.owl#MA_0001770	laryngeal intrinsic muscle
1760	mouse	http://mouse.owl#MA_0001771	alveolus epithelium
1761	mouse	http://mouse.owl#MA_0001772	bronchiole epithelium
1762	mouse	http://mouse.owl#MA_0001773	respiratory bronchiole epithelium
1763	mouse	http://mouse.owl#MA_0001774	terminal bronchiole epithelium
1764	mouse	http://mouse.owl#MA_0001775	left lung alveolar system
1765	mouse	http://mouse.owl#MA_0001776	left lung alveolar duct
1766	mouse	http://mouse.owl#MA_0001777	left lung alveolus
1767	mouse	http://mouse.owl#MA_0001778	left lung bronchiole
1768	mouse	http://mouse.owl#MA_0001779	left lung respiratory bronchiole
1769	mouse	http://mouse.owl#MA_0001780	left lung terminal bronchiole
1770	mouse	http://mouse.owl#MA_0001781	left lung hilus
1771	mouse	http://mouse.owl#MA_0001782	lung connective tissue
1772	mouse	http://mouse.owl#MA_0001783	lung epithelium
1773	mouse	http://mouse.owl#MA_0001784	right lung alveolar system
1774	mouse	http://mouse.owl#MA_0001785	right lung alveolar duct
1775	mouse	http://mouse.owl#MA_0001786	right lung alveolus
1776	mouse	http://mouse.owl#MA_0001787	right lung bronchiole
1777	mouse	http://mouse.owl#MA_0001788	right lung respiratory bronchiole
1778	mouse	http://mouse.owl#MA_0001789	right lung terminal bronchiole
1779	mouse	http://mouse.owl#MA_0001790	right lung hilus
1780	mouse	http://mouse.owl#MA_0001791	right lung lobe
1781	mouse	http://mouse.owl#MA_0001792	ethmoid sinus
1782	mouse	http://mouse.owl#MA_0001793	frontal sinus
1783	mouse	http://mouse.owl#MA_0001794	maxillary sinus
1784	mouse	http://mouse.owl#MA_0001795	sphenoid sinus
1785	mouse	http://mouse.owl#MA_0001796	hypopharynx
1786	mouse	http://mouse.owl#MA_0001797	pharynx muscle
1787	mouse	http://mouse.owl#MA_0001798	pretracheal muscle
1788	mouse	http://mouse.owl#MA_0001799	respiratory system blood vessel
1789	mouse	http://mouse.owl#MA_0001800	respiratory system arterial blood vessel
1790	mouse	http://mouse.owl#MA_0001801	respiratory system arterial endothelium
1791	mouse	http://mouse.owl#MA_0001802	respiratory system arterial smooth muscle
1792	mouse	http://mouse.owl#MA_0001803	respiratory system arteriole
1793	mouse	http://mouse.owl#MA_0001804	respiratory system artery
1794	mouse	http://mouse.owl#MA_0001805	respiratory system blood vessel endothelium
1795	mouse	http://mouse.owl#MA_0001806	respiratory system blood vessel smooth muscle
1796	mouse	http://mouse.owl#MA_0001807	respiratory system capillary
1797	mouse	http://mouse.owl#MA_0001808	respiratory system capillary endothelium
1798	mouse	http://mouse.owl#MA_0001809	respiratory system venous blood vessel
1799	mouse	http://mouse.owl#MA_0001810	respiratory system vein
1800	mouse	http://mouse.owl#MA_0001811	respiratory system venous endothelium
1801	mouse	http://mouse.owl#MA_0001812	respiratory system venous smooth muscle
1802	mouse	http://mouse.owl#MA_0001813	respiratory system venule
1803	mouse	http://mouse.owl#MA_0001814	respiratory system connective tissue
1804	mouse	http://mouse.owl#MA_0001815	respiratory system basement membrane
1805	mouse	http://mouse.owl#MA_0001816	respiratory system basal lamina
1806	mouse	http://mouse.owl#MA_0001817	respiratory system reticular lamina
1807	mouse	http://mouse.owl#MA_0001818	respiratory system cartilage
1808	mouse	http://mouse.owl#MA_0001819	lower respiratory tract cartilage
1809	mouse	http://mouse.owl#MA_0001820	respiratory system elastic framework
1810	mouse	http://mouse.owl#MA_0001821	respiratory system lamina propria
1811	mouse	http://mouse.owl#MA_0001822	respiratory system submucosa
1812	mouse	http://mouse.owl#MA_0001823	respiratory system epithelium
1813	mouse	http://mouse.owl#MA_0001824	respiratory system lymphatic vessel
1814	mouse	http://mouse.owl#MA_0001825	respiratory system lymphatic vessel endothelium
1815	mouse	http://mouse.owl#MA_0001826	respiratory system lymphatic vessel smooth muscle
1816	mouse	http://mouse.owl#MA_0001827	respiratory system mucosa
1817	mouse	http://mouse.owl#MA_0001828	respiratory system muscle
1818	mouse	http://mouse.owl#MA_0001829	respiratory system skeletal muscle
1819	mouse	http://mouse.owl#MA_0001830	respiratory system smooth muscle
1820	mouse	http://mouse.owl#MA_0001831	bronchus connective tissue
1821	mouse	http://mouse.owl#MA_0001832	bronchus basement membrane
1822	mouse	http://mouse.owl#MA_0001833	bronchus basal lamina
1823	mouse	http://mouse.owl#MA_0001834	bronchus reticular lamina
1824	mouse	http://mouse.owl#MA_0001835	bronchus cartilage
1825	mouse	http://mouse.owl#MA_0001836	bronchus lamina propria
1826	mouse	http://mouse.owl#MA_0001837	bronchus submucosa
1827	mouse	http://mouse.owl#MA_0001838	bronchus elastic framework
1828	mouse	http://mouse.owl#MA_0001839	bronchus epithelium
1829	mouse	http://mouse.owl#MA_0001840	bronchus smooth muscle
1830	mouse	http://mouse.owl#MA_0001841	lobar bronchus connective tissue
1831	mouse	http://mouse.owl#MA_0001842	lobar bronchus epithelium
1832	mouse	http://mouse.owl#MA_0001843	left main bronchus
1833	mouse	http://mouse.owl#MA_0001844	main bronchus blood vessel
1834	mouse	http://mouse.owl#MA_0001845	main bronchus connective tissue
1835	mouse	http://mouse.owl#MA_0001846	main bronchus cartilage
1836	mouse	http://mouse.owl#MA_0001847	main bronchus epithelium
1837	mouse	http://mouse.owl#MA_0001848	main bronchus smooth muscle
1838	mouse	http://mouse.owl#MA_0001849	right main bronchus
1839	mouse	http://mouse.owl#MA_0001850	segmental bronchus epithelium
1840	mouse	http://mouse.owl#MA_0001851	terminal bronchus epithelium
1841	mouse	http://mouse.owl#MA_0001852	trachea blood vessel
1842	mouse	http://mouse.owl#MA_0001853	trachea connective tissue
1843	mouse	http://mouse.owl#MA_0001854	trachea basement membrane
1844	mouse	http://mouse.owl#MA_0001855	trachea basal lamina
1845	mouse	http://mouse.owl#MA_0001856	trachea reticular lamina
1846	mouse	http://mouse.owl#MA_0001857	trachea cartilage
1847	mouse	http://mouse.owl#MA_0001858	trachea lamina propria
1848	mouse	http://mouse.owl#MA_0001859	trachea non-cartilage connective tissue
1849	mouse	http://mouse.owl#MA_0001860	trachea submucosa
1850	mouse	http://mouse.owl#MA_0001861	trachea elastic framework
1851	mouse	http://mouse.owl#MA_0001862	trachea epithelium
1852	mouse	http://mouse.owl#MA_0001863	trachea smooth muscle
1853	mouse	http://mouse.owl#MA_0001864	nasopharynx connective tissue
1854	mouse	http://mouse.owl#MA_0001865	nasopharynx epithelium
1855	mouse	http://mouse.owl#MA_0001866	pampiniform plexus
1856	mouse	http://mouse.owl#MA_0001867	superior sagittal sinus
1857	mouse	http://mouse.owl#MA_0001868	transverse sinus
1858	mouse	http://mouse.owl#MA_0001869	left atrium auricular region
1859	mouse	http://mouse.owl#MA_0001870	right atrium auricular region
1860	mouse	http://mouse.owl#MA_0001871	right atrium valve
1861	mouse	http://mouse.owl#MA_0001872	right atrium venous valve
1862	mouse	http://mouse.owl#MA_0001873	foramen ovale
1863	mouse	http://mouse.owl#MA_0001874	left ventricle membranous part
1864	mouse	http://mouse.owl#MA_0001875	left ventricle muscular part
1865	mouse	http://mouse.owl#MA_0001876	right ventricle membranous part
1866	mouse	http://mouse.owl#MA_0001877	right ventricle muscular part
1867	mouse	http://mouse.owl#MA_0001878	heart ventricle membranous part
1868	mouse	http://mouse.owl#MA_0001879	heart ventricle muscular part
1869	mouse	http://mouse.owl#MA_0001880	transverse pericardial sinus
1870	mouse	http://mouse.owl#MA_0001881	outflow tract pulmonary component distal part
1871	mouse	http://mouse.owl#MA_0001882	outflow tract pulmonary component proximal part
1872	mouse	http://mouse.owl#MA_0001883	nasal cartilage
1873	mouse	http://mouse.owl#MA_0001884	xiphoid cartilage
1874	mouse	http://mouse.owl#MA_0001885	corniculate cartilage
1875	mouse	http://mouse.owl#MA_0001886	external ear cartilage
1876	mouse	http://mouse.owl#MA_0001887	adrenal gland cortex zone
1877	mouse	http://mouse.owl#MA_0001888	adrenal gland X zone
1878	mouse	http://mouse.owl#MA_0001889	adrenal gland brown degeneration zone
1879	mouse	http://mouse.owl#MA_0001890	adrenal gland zona fasciculata
1880	mouse	http://mouse.owl#MA_0001891	adrenal gland zona glomerulosa
1881	mouse	http://mouse.owl#MA_0001892	adrenal gland zona reticularis
1882	mouse	http://mouse.owl#MA_0001893	auchene hair
1883	mouse	http://mouse.owl#MA_0001894	awl hair
1884	mouse	http://mouse.owl#MA_0001895	duvet hair
1885	mouse	http://mouse.owl#MA_0001896	guard hair
1886	mouse	http://mouse.owl#MA_0001897	pelage hair
1887	mouse	http://mouse.owl#MA_0001898	zigzag hair
1888	mouse	http://mouse.owl#MA_0001899	gastrointestinal system lamina propria
1889	mouse	http://mouse.owl#MA_0001900	gastrointestinal system mesentery
1890	mouse	http://mouse.owl#MA_0001901	back organ
1891	mouse	http://mouse.owl#MA_0001902	thoracic cavity artery
1892	mouse	http://mouse.owl#MA_0001903	thoracic cavity vein
1893	mouse	http://mouse.owl#MA_0001904	diaphragm
1894	mouse	http://mouse.owl#MA_0001905	jaw
1895	mouse	http://mouse.owl#MA_0001906	lower jaw
1896	mouse	http://mouse.owl#MA_0001907	lower jaw tooth
1897	mouse	http://mouse.owl#MA_0001908	upper jaw
1898	mouse	http://mouse.owl#MA_0001909	upper jaw tooth
1899	mouse	http://mouse.owl#MA_0001910	muzzle/snout
1900	mouse	http://mouse.owl#MA_0001911	ocular refractive media
1901	mouse	http://mouse.owl#MA_0001912	upper respiratory tract epithelium
1902	mouse	http://mouse.owl#MA_0001913	alveolar artery
1903	mouse	http://mouse.owl#MA_0001914	suprarenal artery
1904	mouse	http://mouse.owl#MA_0001915	anterior cerebral artery
1905	mouse	http://mouse.owl#MA_0001916	artery of lower lip
1906	mouse	http://mouse.owl#MA_0001917	artery of upper lip
1907	mouse	http://mouse.owl#MA_0001918	auricular artery
1908	mouse	http://mouse.owl#MA_0001919	maxillary artery
1909	mouse	http://mouse.owl#MA_0001920	basilar artery
1910	mouse	http://mouse.owl#MA_0001921	brachial artery
1911	mouse	http://mouse.owl#MA_0001922	brachiocephalic trunk
1912	mouse	http://mouse.owl#MA_0001923	bronchial artery
1913	mouse	http://mouse.owl#MA_0001924	buccal artery
1914	mouse	http://mouse.owl#MA_0001925	carotid artery
1915	mouse	http://mouse.owl#MA_0001926	common carotid artery
1916	mouse	http://mouse.owl#MA_0001927	left common carotid artery
1917	mouse	http://mouse.owl#MA_0001928	right common carotid artery
1918	mouse	http://mouse.owl#MA_0001929	external carotid artery
1919	mouse	http://mouse.owl#MA_0001930	internal carotid artery
1920	mouse	http://mouse.owl#MA_0001931	celiac artery
1921	mouse	http://mouse.owl#MA_0001933	cerebellar artery
1922	mouse	http://mouse.owl#MA_0001934	superior cerebellar artery
1923	mouse	http://mouse.owl#MA_0001935	middle cerebral artery
1924	mouse	http://mouse.owl#MA_0001936	cervical artery
1925	mouse	http://mouse.owl#MA_0001937	cervical trunk
1926	mouse	http://mouse.owl#MA_0001938	communicating artery
1927	mouse	http://mouse.owl#MA_0001939	costo-cervical trunk
1928	mouse	http://mouse.owl#MA_0001940	deferent duct artery
1929	mouse	http://mouse.owl#MA_0001941	digital artery
1930	mouse	http://mouse.owl#MA_0001942	dorsal artery of foot
1931	mouse	http://mouse.owl#MA_0001943	dorsal intercostal artery
1932	mouse	http://mouse.owl#MA_0001944	dorsal metacarpal artery
1933	mouse	http://mouse.owl#MA_0001945	dorsal nasal artery
1934	mouse	http://mouse.owl#MA_0001946	dorsal penis artery
1935	mouse	http://mouse.owl#MA_0001947	ductus arteriosis
1936	mouse	http://mouse.owl#MA_0001948	epigastric artery
1937	mouse	http://mouse.owl#MA_0001949	ethmoidal artery
1938	mouse	http://mouse.owl#MA_0001950	facial artery
1939	mouse	http://mouse.owl#MA_0001951	femoral artery
1940	mouse	http://mouse.owl#MA_0001952	medial femoral artery
1941	mouse	http://mouse.owl#MA_0001953	forelimb digital arteries
1942	mouse	http://mouse.owl#MA_0001954	forelimb common dorsal digital arteries
1943	mouse	http://mouse.owl#MA_0001955	median dorsal digital artery for digit 01
1944	mouse	http://mouse.owl#MA_0001956	lateral dorsal digital artery for digit 05
1945	mouse	http://mouse.owl#MA_0001957	common palmar digital arteries
1946	mouse	http://mouse.owl#MA_0001958	forelimb proper dorsal digital arteries
1947	mouse	http://mouse.owl#MA_0001959	proper palmal digital arteries
1948	mouse	http://mouse.owl#MA_0001960	frontal artery
1949	mouse	http://mouse.owl#MA_0001961	gastric artery
1950	mouse	http://mouse.owl#MA_0001962	gastroepiploic artery
1951	mouse	http://mouse.owl#MA_0001963	hepatic artery
1952	mouse	http://mouse.owl#MA_0001964	hindlimb digital arteries
1953	mouse	http://mouse.owl#MA_0001965	hindlimb common dorsal digital arteries
1954	mouse	http://mouse.owl#MA_0001966	common plantar digital arteries
1955	mouse	http://mouse.owl#MA_0001967	hindlimb proper dorsal digital arteries
1956	mouse	http://mouse.owl#MA_0001968	proper plantar digital arteries
1957	mouse	http://mouse.owl#MA_0001969	hyoid artery
1958	mouse	http://mouse.owl#MA_0001970	ileocolic artery
1959	mouse	http://mouse.owl#MA_0001971	iliac artery
1960	mouse	http://mouse.owl#MA_0001972	common iliac artery
1961	mouse	http://mouse.owl#MA_0001973	external iliac artery
1962	mouse	http://mouse.owl#MA_0001974	internal iliac artery
1963	mouse	http://mouse.owl#MA_0001975	iliac circumflex artery
1964	mouse	http://mouse.owl#MA_0001976	ilio-lumbar artery
1965	mouse	http://mouse.owl#MA_0001977	infraorbital artery
1966	mouse	http://mouse.owl#MA_0001978	inferior epigastric artery
1967	mouse	http://mouse.owl#MA_0001979	inferior rectal artery
1968	mouse	http://mouse.owl#MA_0001981	intercostal artery
1969	mouse	http://mouse.owl#MA_0001982	internal mammary artery
1970	mouse	http://mouse.owl#MA_0001983	internal spermatic artery
1971	mouse	http://mouse.owl#MA_0001984	internal thoracic artery
1972	mouse	http://mouse.owl#MA_0001985	intersegmental artery
1973	mouse	http://mouse.owl#MA_0001986	kidney subcortical arteries
1974	mouse	http://mouse.owl#MA_0001987	labial artery
1975	mouse	http://mouse.owl#MA_0001988	lacrimal artery
1976	mouse	http://mouse.owl#MA_0001989	lateral thoracic artery
1977	mouse	http://mouse.owl#MA_0001990	lieno-gastric artery
1978	mouse	http://mouse.owl#MA_0001991	lienal artery
1979	mouse	http://mouse.owl#MA_0001992	lingual artery
1980	mouse	http://mouse.owl#MA_0001993	major palatine artery
1981	mouse	http://mouse.owl#MA_0001994	maternal placental artery
1982	mouse	http://mouse.owl#MA_0001996	medial femoral circumflex artery
1983	mouse	http://mouse.owl#MA_0001997	medial plantar artery
1984	mouse	http://mouse.owl#MA_0001998	medial tarsal artery
1985	mouse	http://mouse.owl#MA_0001999	median artery
1986	mouse	http://mouse.owl#MA_0002000	median artery palmar branch
1987	mouse	http://mouse.owl#MA_0002001	meningeal artery
1988	mouse	http://mouse.owl#MA_0002002	mental artery
1989	mouse	http://mouse.owl#MA_0002003	mesenteric artery
1990	mouse	http://mouse.owl#MA_0002004	inferior mesenteric artery
1991	mouse	http://mouse.owl#MA_0002005	superior mesenteric artery
1992	mouse	http://mouse.owl#MA_0002006	middle caudal artery
1993	mouse	http://mouse.owl#MA_0002007	middle colic artery
1994	mouse	http://mouse.owl#MA_0002008	obturator artery
1995	mouse	http://mouse.owl#MA_0002009	occipital artery
1996	mouse	http://mouse.owl#MA_0002010	ocular angle artery
1997	mouse	http://mouse.owl#MA_0002011	ophthalmic artery
1998	mouse	http://mouse.owl#MA_0002012	ovarian artery
1999	mouse	http://mouse.owl#MA_0002013	pancreatico-duodenal artery
2000	mouse	http://mouse.owl#MA_0002014	inferior pancreatico-duodenal artery
2001	mouse	http://mouse.owl#MA_0002015	superior pancreatico-duodenal artery
2002	mouse	http://mouse.owl#MA_0002016	pericardiacoophrenic artery
2003	mouse	http://mouse.owl#MA_0002017	perineal artery
2004	mouse	http://mouse.owl#MA_0002018	peroneal artery
2005	mouse	http://mouse.owl#MA_0002019	phrenic artery
2006	mouse	http://mouse.owl#MA_0002020	pial artery
2007	mouse	http://mouse.owl#MA_0002021	popliteal artery
2008	mouse	http://mouse.owl#MA_0002022	posterior cerebral artery
2009	mouse	http://mouse.owl#MA_0002023	posterior communicating artery
2010	mouse	http://mouse.owl#MA_0002024	principal artery to forelimb
2011	mouse	http://mouse.owl#MA_0002025	principal artery to hindlimb
2012	mouse	http://mouse.owl#MA_0002026	profunda brachii artery
2013	mouse	http://mouse.owl#MA_0002027	profunda femoris artery
2014	mouse	http://mouse.owl#MA_0002028	pudendal artery
2015	mouse	http://mouse.owl#MA_0002029	superior external pudendal artery
2016	mouse	http://mouse.owl#MA_0002030	pudic-epigastric trunk
2017	mouse	http://mouse.owl#MA_0002031	pulmonary artery
2018	mouse	http://mouse.owl#MA_0002032	left pulmonary artery
2019	mouse	http://mouse.owl#MA_0002033	pulmonary trunk
2020	mouse	http://mouse.owl#MA_0002034	radial artery
2021	mouse	http://mouse.owl#MA_0002035	renal artery
2022	mouse	http://mouse.owl#MA_0002036	left renal artery
2023	mouse	http://mouse.owl#MA_0002037	right renal artery
2024	mouse	http://mouse.owl#MA_0002038	retinal artery
2025	mouse	http://mouse.owl#MA_0002039	saphenous artery
2026	mouse	http://mouse.owl#MA_0002040	spermatic artery
2027	mouse	http://mouse.owl#MA_0002041	left spermatic artery
2028	mouse	http://mouse.owl#MA_0002042	right spermatic artery
2029	mouse	http://mouse.owl#MA_0002043	spinal artery
2030	mouse	http://mouse.owl#MA_0002044	stapedial artery
2031	mouse	http://mouse.owl#MA_0002045	subclavian artery
2032	mouse	http://mouse.owl#MA_0002046	left subclavian artery
2033	mouse	http://mouse.owl#MA_0002047	right subclavian artery
2034	mouse	http://mouse.owl#MA_0002048	subcostal artery
2035	mouse	http://mouse.owl#MA_0002049	sublingual artery
2036	mouse	http://mouse.owl#MA_0002050	subscapular artery
2037	mouse	http://mouse.owl#MA_0002051	superficial antebrachial artery
2038	mouse	http://mouse.owl#MA_0002052	superficial cervical artery
2039	mouse	http://mouse.owl#MA_0002053	superficial radial artery
2040	mouse	http://mouse.owl#MA_0002054	superior gluteal artery
2041	mouse	http://mouse.owl#MA_0002056	inferior suprarenal artery
2042	mouse	http://mouse.owl#MA_0002057	superior suprarenal artery
2043	mouse	http://mouse.owl#MA_0002058	sural artery
2044	mouse	http://mouse.owl#MA_0002059	external sural artery
2045	mouse	http://mouse.owl#MA_0002060	superficial sural artery
2046	mouse	http://mouse.owl#MA_0002061	temporal artery
2047	mouse	http://mouse.owl#MA_0002062	superficial temporal artery
2048	mouse	http://mouse.owl#MA_0002063	testicular artery
2049	mouse	http://mouse.owl#MA_0002064	thoraco-acromial artery
2050	mouse	http://mouse.owl#MA_0002065	thoracodorsal artery
2051	mouse	http://mouse.owl#MA_0002066	thyroid artery
2052	mouse	http://mouse.owl#MA_0002067	tibial artery
2053	mouse	http://mouse.owl#MA_0002068	transverse facial artery
2054	mouse	http://mouse.owl#MA_0002069	ulnar artery
2055	mouse	http://mouse.owl#MA_0002070	ulnar artery palmar branch
2056	mouse	http://mouse.owl#MA_0002071	ulnar collateral artery
2057	mouse	http://mouse.owl#MA_0002072	umbilical artery
2058	mouse	http://mouse.owl#MA_0002073	upper intercostal artery
2059	mouse	http://mouse.owl#MA_0002074	ureteric artery
2060	mouse	http://mouse.owl#MA_0002075	ventral intercostal artery
2061	mouse	http://mouse.owl#MA_0002076	ventral nasal artery
2062	mouse	http://mouse.owl#MA_0002077	vertebral artery
2063	mouse	http://mouse.owl#MA_0002078	vesical artery
2064	mouse	http://mouse.owl#MA_0002079	inferior vesical artery
2065	mouse	http://mouse.owl#MA_0002080	superior vesical artery
2066	mouse	http://mouse.owl#MA_0002081	adrenal vein
2067	mouse	http://mouse.owl#MA_0002082	anastomotic vein
2068	mouse	http://mouse.owl#MA_0002083	anterior auricular vein
2069	mouse	http://mouse.owl#MA_0002084	axillary vein
2070	mouse	http://mouse.owl#MA_0002085	azygos vein
2071	mouse	http://mouse.owl#MA_0002086	basilic vein
