mid	mouse_id	human_id	conf
1209	484	1424	0.5000
1210	484	2577	0.3333
1211	484	2578	0.3333
1212	485	1037	1.0000
1213	485	136	0.5000
1214	485	58	0.3333
1215	486	1021	1.0000
1216	486	451	0.5000
1217	486	709	0.3333
1218	487	134	0.3333
1219	488	241	0.3333
1220	489	696	0.3333
1221	490	199	0.4000
1222	490	692	0.3333
1223	490	2543	0.3333
1224	491	405	0.6667
1225	491	1092	0.5000
1226	491	196	0.3333
1227	492	129	0.5000
1228	492	738	0.5000
1229	492	193	0.3333
1230	493	137	0.6667
1231	493	665	0.5000
1232	493	1224	0.5000
1233	494	1315	0.6667
1234	494	733	0.5000
1235	494	738	0.5000
1236	495	226	0.5000
1237	495	738	0.5000
1238	495	391	0.3333
1239	496	230	0.5000
1240	496	738	0.5000
1241	496	64	0.3333
1242	497	405	0.5000
1243	497	1092	0.4000
1244	498	677	0.5000
1245	498	129	0.3333
1246	498	738	0.3333
1247	499	137	0.5000
1248	499	665	0.4000
1249	499	1224	0.4000
1250	500	1315	0.5000
1251	500	733	0.3333
1252	500	738	0.3333
1253	501	226	0.3333
1254	501	738	0.3333
1255	502	70	0.4000
1256	502	230	0.3333
1257	502	738	0.3333
1258	503	405	0.5000
1259	503	1092	0.4000
1260	504	678	0.5000
1261	504	129	0.3333
1262	504	738	0.3333
1263	505	137	0.5000
1264	505	665	0.4000
1265	505	1224	0.4000
1266	506	1315	0.5000
1267	506	733	0.3333
1268	506	738	0.3333
1269	507	226	0.3333
1270	507	738	0.3333
1271	508	69	0.4000
1272	508	230	0.3333
1273	508	738	0.3333
1274	509	405	0.6667
1275	509	1092	0.5000
1276	509	196	0.3333
1277	510	129	0.5000
1278	510	2509	0.5000
1279	510	68	0.3333
1280	511	137	0.6667
1281	511	665	0.5000
1282	511	1224	0.5000
1283	512	733	0.5000
1284	512	2509	0.5000
1285	512	68	0.3333
1286	513	226	0.5000
1287	513	2509	0.5000
1288	513	3116	0.5000
1289	514	705	0.5000
1290	514	2509	0.5000
1291	514	68	0.3333
1292	515	68	1.0000
1293	515	230	0.5000
1294	515	2509	0.5000
1295	516	405	0.6667
1296	516	1092	0.5000
1297	516	196	0.3333
1298	517	137	0.6667
1299	517	665	0.5000
1300	517	1224	0.5000
1301	518	733	0.5000
1302	518	197	0.3333
1303	518	345	0.3333
1304	519	226	0.5000
1305	519	391	0.3333
1306	519	423	0.3333
1307	520	705	0.5000
1308	520	631	0.3333
1309	520	1970	0.3333
1310	521	230	0.5000
1311	521	64	0.3333
1312	521	68	0.3333
1313	522	405	0.4000
1314	522	1092	0.3333
1315	524	137	0.4000
1316	524	665	0.3333
1317	524	1224	0.3333
1318	529	405	0.6667
1319	529	1092	0.5000
1320	529	196	0.3333
1321	530	129	0.5000
1322	530	489	0.5000
1323	530	193	0.3333
1324	531	137	0.6667
1325	531	665	0.5000
1326	531	1224	0.5000
1327	532	489	0.5000
1328	532	733	0.5000
1329	532	197	0.3333
1330	533	733	0.5000
1331	533	197	0.3333
1332	533	345	0.3333
1333	534	733	0.3333
1334	535	2031	0.6667
1335	535	1689	0.5000
1336	535	2030	0.5000
1337	536	2040	1.0000
1338	536	733	0.5000
1339	536	197	0.3333
1340	537	733	0.5000
1341	537	197	0.3333
1342	537	345	0.3333
1343	538	733	0.3333
1344	539	733	0.3333
1345	540	226	0.5000
1346	540	489	0.5000
1347	540	391	0.3333
1348	541	489	0.5000
1349	541	705	0.5000
1350	541	604	0.3333
1351	542	165	0.4000
1352	542	718	0.3333
1353	543	446	0.4000
1354	543	704	0.4000
1355	543	717	0.3333
1356	544	230	0.5000
1357	544	489	0.5000
1358	544	64	0.3333
1359	545	129	0.5000
1360	545	910	0.5000
1361	545	193	0.3333
1362	546	733	0.5000
1363	546	910	0.5000
1364	546	197	0.3333
1365	547	405	0.6667
1366	547	1092	0.5000
1367	547	196	0.3333
1368	548	137	0.6667
1369	548	665	0.5000
1370	548	1224	0.5000
1371	549	226	0.5000
1372	549	910	0.5000
1373	549	391	0.3333
1374	550	705	0.5000
1375	550	910	0.5000
1376	550	631	0.3333
1377	551	230	0.5000
1378	551	910	0.5000
1379	551	64	0.3333
1380	552	405	0.5000
1381	552	622	0.5000
1382	552	1092	0.4000
1383	553	137	0.5000
1384	553	622	0.5000
1385	553	665	0.4000
1386	554	622	0.6667
1387	554	636	0.4000
1388	554	3116	0.4000
1389	555	622	0.6667
1390	555	705	0.3333
1391	555	913	0.3333
1392	556	405	0.6667
1393	556	1092	0.5000
1394	556	196	0.3333
1395	557	129	0.5000
1396	557	520	0.5000
1397	557	193	0.3333
1398	558	137	0.6667
1399	558	665	0.5000
1400	558	1224	0.5000
1401	559	1907	0.6667
1402	559	520	0.5000
1403	559	733	0.5000
1404	560	226	0.5000
1405	560	520	0.5000
1406	560	391	0.3333
1407	561	520	0.5000
1408	561	705	0.5000
1409	561	631	0.3333
1410	562	230	0.5000
1411	562	520	0.5000
1412	562	64	0.3333
1413	563	1876	1.0000
1414	564	1876	0.5000
1415	564	330	0.3333
1416	564	488	0.3333
1417	565	1876	0.5000
1418	565	2569	0.3333
1419	566	181	0.5000
1420	566	405	0.5000
1421	566	1092	0.4000
1422	567	181	0.6667
1423	567	1527	0.5000
1424	567	2546	0.5000
1425	568	137	0.5000
1426	568	181	0.5000
1427	568	665	0.4000
1428	569	1527	1.0000
1429	569	181	0.6667
1430	569	1925	0.6667
1431	570	181	0.5000
1432	570	1527	0.4000
1433	570	2546	0.4000
1434	571	181	0.6667
1435	571	1527	0.5000
1436	571	2546	0.5000
1437	572	181	0.6667
1438	572	3061	0.6667
1439	572	3062	0.6667
1440	573	405	0.6667
1441	573	1092	0.5000
1442	573	182	0.3333
1443	574	129	0.5000
1444	574	182	0.5000
1445	574	46	0.3333
1446	575	137	0.6667
1447	575	665	0.5000
1448	575	1224	0.5000
1449	576	1527	0.6667
1450	576	182	0.5000
1451	576	733	0.5000
1452	577	748	0.6667
1453	577	733	0.3333
1454	578	182	0.3333
1455	578	226	0.3333
1456	578	443	0.3333
1457	579	182	0.5000
1458	579	705	0.5000
1459	579	46	0.3333
1460	580	3062	1.0000
1461	580	182	0.5000
1462	580	230	0.5000
1463	581	405	0.6667
1464	581	1092	0.5000
1465	581	196	0.3333
1466	582	129	0.5000
1467	582	739	0.5000
1468	582	104	0.3333
1469	583	137	0.6667
1470	583	665	0.5000
1471	583	1224	0.5000
1472	584	136	0.5000
1473	584	739	0.5000
1474	584	58	0.3333
1475	585	1925	1.0000
1476	585	1527	0.6667
1477	585	733	0.5000
1478	586	226	0.5000
1479	586	739	0.5000
1480	586	104	0.3333
1481	587	705	0.5000
1482	587	739	0.5000
1483	587	104	0.3333
1484	588	3061	1.0000
1485	588	67	0.6667
1486	588	230	0.5000
1487	589	405	0.6667
1488	589	1092	0.5000
1489	589	196	0.3333
1490	590	129	0.5000
1491	590	1034	0.5000
1492	590	193	0.3333
1493	591	137	0.6667
1494	591	665	0.5000
1495	591	1224	0.5000
1496	592	733	0.5000
1497	592	1034	0.5000
1498	592	197	0.3333
1499	593	226	0.5000
1500	593	1034	0.5000
1501	593	391	0.3333
1502	594	3059	1.0000
1503	594	230	0.5000
1504	594	1034	0.5000
1505	595	405	0.5000
1506	595	1092	0.4000
1507	596	677	0.5000
1508	596	129	0.3333
1509	596	1034	0.3333
1510	597	137	0.5000
1511	597	665	0.4000
1512	597	1224	0.4000
1513	598	733	0.3333
1514	598	1034	0.3333
1515	599	226	0.3333
1516	599	1034	0.3333
1517	600	3059	0.6667
1518	600	70	0.4000
1519	600	230	0.3333
1520	601	405	0.5000
1521	601	1092	0.4000
1522	602	678	0.5000
1523	602	129	0.3333
1524	602	1034	0.3333
1525	603	137	0.5000
1526	603	665	0.4000
1527	603	1224	0.4000
1528	604	733	0.3333
1529	604	1034	0.3333
1530	605	226	0.3333
1531	605	1034	0.3333
1532	606	3059	0.6667
1533	606	69	0.4000
1534	606	230	0.3333
1535	607	137	0.6667
1536	607	665	0.5000
1537	607	1224	0.5000
1538	608	3060	1.0000
1539	608	230	0.5000
1540	608	64	0.3333
1541	609	405	0.6667
1542	609	1092	0.5000
1543	609	196	0.3333
1544	610	129	0.5000
1545	610	193	0.3333
1546	610	414	0.3333
1547	611	137	0.6667
1548	611	665	0.5000
1549	611	1224	0.5000
1550	612	722	0.5000
1551	612	950	0.3333
1552	612	976	0.3333
1553	613	733	0.5000
1554	613	197	0.3333
1555	613	345	0.3333
1556	614	226	0.5000
1557	614	391	0.3333
1558	614	423	0.3333
1559	615	230	0.5000
1560	615	64	0.3333
1561	615	68	0.3333
1562	616	405	0.6667
1563	616	1092	0.5000
1564	616	196	0.3333
1565	617	129	0.5000
1566	617	1524	0.5000
1567	617	193	0.3333
1568	618	137	0.6667
1569	618	665	0.5000
1570	618	1224	0.5000
1571	619	405	0.5000
1572	619	1092	0.4000
1573	619	3027	0.4000
1574	620	3027	0.5000
1575	620	3122	0.5000
1576	620	3123	0.5000
1577	621	137	0.5000
1578	621	665	0.4000
1579	621	1224	0.4000
1580	622	3027	0.5000
1581	622	3122	0.5000
1582	622	3123	0.5000
1583	623	3027	0.5000
1584	623	3122	0.5000
1585	623	3123	0.5000
1586	624	3027	1.0000
1587	624	3058	0.6667
1588	624	3026	0.5000
1589	625	1524	0.3333
1590	626	3284	0.6667
1591	626	733	0.5000
1592	626	1524	0.5000
1593	627	226	0.5000
1594	627	1524	0.5000
1595	627	391	0.3333
1596	628	3058	1.0000
1597	628	3027	0.6667
1598	628	230	0.5000
1599	629	129	0.5000
1600	629	907	0.5000
1601	629	193	0.3333
1602	630	137	0.6667
1603	630	665	0.5000
1604	630	1224	0.5000
1605	631	733	0.5000
1606	631	907	0.5000
1607	631	197	0.3333
1608	632	226	0.5000
1609	632	907	0.5000
1610	632	391	0.3333
1611	633	69	0.5000
1612	633	230	0.5000
1613	633	907	0.5000
1614	634	137	0.6667
1615	634	665	0.5000
1616	634	1224	0.5000
1617	635	226	0.5000
1618	635	391	0.3333
1619	635	423	0.3333
1620	636	3057	1.0000
1621	636	230	0.5000
1622	636	64	0.3333
1623	637	137	0.6667
1624	637	665	0.5000
1625	637	1224	0.5000
1626	638	226	0.5000
1627	638	391	0.3333
1628	638	423	0.3333
1629	639	3056	1.0000
1630	639	230	0.5000
1631	639	64	0.3333
1632	640	405	0.6667
1633	640	1092	0.5000
1634	640	196	0.3333
1635	641	743	1.0000
1636	641	1267	0.6667
1637	641	129	0.5000
1638	642	137	0.6667
1639	642	665	0.5000
1640	642	1224	0.5000
1641	643	405	0.5000
1642	643	1092	0.4000
1643	643	3026	0.4000
1644	644	743	0.6667
1645	644	1267	0.5000
1646	644	3026	0.5000
1647	645	137	0.5000
1648	645	665	0.4000
1649	645	1224	0.4000
1650	646	3026	0.5000
1651	646	3127	0.5000
1652	646	3128	0.5000
1653	647	3026	0.5000
1654	647	3127	0.5000
1655	647	3128	0.5000
1656	648	3026	1.0000
1657	648	3055	0.6667
1658	648	3027	0.5000
1659	649	1317	0.5000
1660	649	1443	0.3333
1661	650	3283	0.6667
1662	650	733	0.5000
1663	650	1443	0.5000
1664	651	226	0.5000
1665	651	1443	0.5000
1666	651	391	0.3333
1667	652	3055	1.0000
1668	652	3026	0.6667
1669	652	230	0.5000
1670	653	129	0.5000
1671	653	193	0.3333
1672	653	414	0.3333
1673	654	137	0.6667
1674	654	665	0.5000
1675	654	1224	0.5000
1676	655	733	0.5000
1677	655	197	0.3333
1678	655	345	0.3333
1679	656	70	0.5000
1680	656	230	0.5000
1681	656	64	0.3333
1682	657	405	0.6667
1683	657	1092	0.5000
1684	657	196	0.3333
1685	658	129	0.5000
1686	658	193	0.3333
1687	658	414	0.3333
1688	659	137	0.6667
1689	659	665	0.5000
1690	659	1224	0.5000
1691	660	722	0.5000
1692	660	950	0.3333
1693	660	976	0.3333
1694	661	733	0.5000
1695	661	197	0.3333
1696	661	345	0.3333
1697	662	226	0.5000
1698	662	391	0.3333
1699	662	423	0.3333
1700	663	230	0.5000
1701	663	64	0.3333
1702	663	68	0.3333
1703	664	129	0.5000
1704	664	193	0.3333
1705	664	414	0.3333
1706	665	137	0.6667
1707	665	665	0.5000
1708	665	1224	0.5000
1709	666	230	0.5000
1710	666	64	0.3333
1711	666	68	0.3333
1712	667	405	0.6667
1713	667	1092	0.5000
1714	667	196	0.3333
1715	668	129	0.5000
1716	668	1769	0.5000
1717	668	193	0.3333
1718	669	137	0.6667
1719	669	665	0.5000
1720	669	1224	0.5000
1721	670	733	0.5000
1722	670	1769	0.5000
1723	670	197	0.3333
1724	671	226	0.5000
1725	671	1769	0.5000
1726	671	391	0.3333
1727	672	3054	1.0000
1728	672	230	0.5000
1729	672	1769	0.5000
1730	673	405	0.5000
1731	673	1092	0.4000
1732	674	677	0.5000
1733	674	129	0.3333
1734	674	1769	0.3333
1735	675	137	0.5000
1736	675	665	0.4000
1737	675	1224	0.4000
1738	676	733	0.3333
1739	676	1769	0.3333
1740	677	226	0.3333
1741	677	1769	0.3333
1742	678	3054	0.6667
1743	678	70	0.4000
1744	678	230	0.3333
1745	679	405	0.5000
1746	679	1092	0.4000
1747	680	678	0.5000
1748	680	129	0.3333
1749	680	1769	0.3333
1750	681	137	0.5000
1751	681	665	0.4000
1752	681	1224	0.4000
1753	682	733	0.3333
1754	682	1769	0.3333
1755	683	226	0.3333
1756	683	1769	0.3333
1757	684	3054	0.6667
1758	684	69	0.4000
1759	684	230	0.3333
1760	685	405	0.6667
1761	685	1092	0.5000
1762	685	192	0.3333
1763	686	129	0.5000
1764	686	192	0.5000
1765	686	193	0.3333
1766	687	137	0.6667
1767	687	665	0.5000
1768	687	1224	0.5000
1769	688	192	0.5000
1770	688	2693	0.5000
1771	689	192	0.5000
1772	689	722	0.5000
1773	689	950	0.3333
1774	690	192	0.5000
1775	690	733	0.5000
1776	690	197	0.3333
1777	691	192	0.5000
1778	691	226	0.5000
1779	691	391	0.3333
1780	692	69	0.5000
1781	692	70	0.5000
1782	692	192	0.5000
1783	693	405	0.6667
1784	693	1092	0.5000
1785	693	196	0.3333
1786	694	129	0.5000
1787	694	48	0.3333
1788	694	193	0.3333
1789	695	137	0.6667
1790	695	665	0.5000
1791	695	1224	0.5000
1792	696	2944	0.6667
1793	697	733	0.5000
1794	697	48	0.3333
1795	697	197	0.3333
1796	698	230	0.5000
1797	698	48	0.3333
1798	698	64	0.3333
1799	699	2821	1.0000
1800	699	241	0.5000
1801	699	395	0.5000
1802	700	2822	0.7500
1803	700	199	0.5000
1804	700	692	0.4000
1805	701	2926	1.0000
1806	701	2917	0.5000
1807	701	241	0.3333
1808	702	2927	0.8000
1809	702	2918	0.5000
1810	702	199	0.4000
1811	703	2823	1.0000
1812	703	241	0.5000
1813	703	398	0.5000
1814	704	2824	0.7500
1815	704	199	0.5000
1816	704	692	0.4000
1817	705	2825	1.0000
1818	705	135	0.5000
1819	705	241	0.5000
1820	706	2826	0.7500
1821	706	199	0.5000
1822	706	692	0.4000
1823	707	405	0.6667
1824	707	1092	0.5000
1825	707	2870	0.5000
1826	708	405	0.5000
1827	708	2871	0.5000
1828	708	199	0.4000
1829	709	2835	1.0000
1830	709	1351	0.6667
1831	709	241	0.5000
1832	710	2914	1.0000
1833	710	241	0.5000
1834	710	534	0.5000
1835	711	2915	1.0000
1836	711	537	0.6667
1837	711	535	0.5000
1838	712	2917	1.0000
1839	712	2548	0.6667
1840	712	1676	0.5000
1841	713	2918	0.8000
1842	713	2548	0.5000
1843	713	2927	0.5000
1844	714	2916	1.0000
1845	714	241	0.5000
1846	714	538	0.5000
1847	715	412	0.6667
1848	715	915	0.5000
1849	715	2917	0.5000
1850	716	2919	1.0000
1851	716	392	0.6667
1852	716	953	0.5000
1853	717	2922	1.0000
1854	717	392	0.6667
1855	717	953	0.5000
1856	718	863	0.5000
1857	718	14	0.3333
1858	718	106	0.3333
1859	719	156	0.5000
1860	719	873	0.5000
1861	719	46	0.3333
1862	720	1760	0.5000
1863	720	2810	0.5000
1864	720	1768	0.4000
1865	721	2198	0.5000
1866	721	2809	0.5000
1867	721	61	0.4000
1868	722	156	0.5000
1869	722	46	0.3333
1870	722	47	0.3333
1871	723	247	0.3333
1872	723	248	0.3333
1873	723	1446	0.3333
1874	724	2478	1.0000
1875	724	163	0.6667
1876	724	1686	0.5000
1877	725	1686	1.0000
1878	725	163	0.6667
1879	725	2477	0.5000
1880	726	1768	1.0000
1881	726	2480	0.7500
1882	726	2208	0.6000
1883	727	2208	1.0000
1884	727	2480	0.7500
1885	727	1768	0.6000
1886	728	163	0.6667
1887	728	1686	0.5000
1888	728	2477	0.5000
1889	729	493	0.7500
1890	729	2959	0.5000
1891	729	2960	0.5000
1892	730	2959	0.8000
1893	730	493	0.7500
1894	730	2960	0.5000
1895	731	493	0.7500
1896	731	2959	0.5000
1897	731	2960	0.5000
1898	732	2960	1.0000
1899	732	493	0.6000
1900	732	2959	0.4286
1901	733	621	1.0000
1902	733	468	0.6667
1903	733	125	0.5000
1904	734	1167	1.0000
1905	734	1279	0.7500
1906	734	2358	0.7500
1907	735	1607	1.0000
1908	735	468	0.6667
1909	735	127	0.6000
1910	736	3268	1.0000
1911	736	468	0.6667
1912	736	125	0.5000
1913	737	1818	1.0000
1914	737	468	0.6667
1915	737	125	0.5000
1916	738	1819	1.0000
1917	738	468	0.6667
1918	738	125	0.5000
1919	739	468	0.6667
1920	739	125	0.5000
1921	739	128	0.5000
1922	740	2953	0.7500
1923	740	468	0.6667
1924	740	125	0.5000
1925	741	2953	0.6000
1926	741	468	0.5000
1927	741	125	0.4000
1928	742	2953	0.6000
1929	742	468	0.5000
1930	742	125	0.4000
1931	743	468	0.6667
1932	743	125	0.5000
1933	743	128	0.5000
1934	744	468	0.6667
1935	744	125	0.5000
1936	744	128	0.5000
1937	745	705	0.5000
1938	745	848	0.5000
1939	745	468	0.3333
1940	746	1827	0.6667
1941	746	1287	0.5000
1942	746	2171	0.5000
1943	747	1827	0.6667
1944	747	1287	0.5000
1945	747	2174	0.5000
1946	748	2870	1.0000
1947	748	1827	0.6667
1948	748	1287	0.5000
1949	749	2871	0.8000
1950	749	1827	0.5000
1951	749	199	0.4000
1952	750	2957	1.0000
1953	750	727	0.6667
1954	750	2657	0.5000
1955	751	194	0.5000
1956	751	602	0.3333
1957	751	757	0.3333
1958	752	2967	0.5000
1959	752	194	0.3333
1960	752	2267	0.3333
1961	753	2964	0.6667
1962	753	2965	0.5000
1963	753	1842	0.4000
1964	754	684	0.5000
1965	754	194	0.3333
1966	755	199	0.5000
1967	755	692	0.4000
1968	755	2543	0.4000
1969	756	194	0.5000
1970	756	2656	0.3333
1971	757	2966	0.5000
1972	757	135	0.3333
1973	757	194	0.3333
1974	758	2968	0.5000
1975	758	194	0.3333
1976	758	534	0.3333
1977	759	594	0.6667
1978	759	194	0.3333
1979	759	2267	0.3333
1980	760	685	0.5000
1981	760	194	0.3333
1982	761	194	0.3333
1983	761	398	0.3333
1984	762	2963	1.0000
1985	762	867	0.6667
1986	762	2644	0.4000
1987	763	2034	0.4000
1988	764	195	0.3333
1989	764	602	0.3333
1990	764	757	0.3333
1991	765	2470	1.0000
1992	765	205	0.5000
1993	765	159	0.3333
1994	766	434	0.5000
1995	766	195	0.3333
1996	766	566	0.3333
1997	767	2340	0.5000
1998	767	434	0.3333
1999	768	683	0.5000
2000	768	195	0.3333
2001	768	1188	0.3333
2002	769	2471	1.0000
2003	769	160	0.3333
2004	769	195	0.3333
2005	770	823	1.0000
2006	770	826	0.5000
2007	771	2659	0.5000
2008	771	522	0.3333
2009	772	523	0.5000
2010	772	1782	0.3333
2011	772	1995	0.3333
2012	773	1995	1.0000
2013	773	523	0.5000
2014	773	1782	0.3333
2015	774	523	0.5000
2016	774	602	0.3333
2017	774	757	0.3333
2018	775	523	0.5000
2019	775	1782	0.3333
2020	775	1995	0.3333
2021	776	199	0.4000
2022	776	692	0.3333
2023	776	2543	0.3333
2024	777	1523	0.5000
2025	778	1523	0.5000
2026	779	1523	0.5000
2027	780	1517	0.5000
2028	780	362	0.3333
2029	780	861	0.3333
2030	781	1518	0.6667
2031	781	1517	0.3333
2032	785	130	0.6667
2033	785	133	0.5000
2034	785	863	0.3333
2035	786	131	1.0000
2036	787	130	0.6667
2037	787	1165	0.6667
2038	787	133	0.5000
2039	788	130	0.6667
2040	788	133	0.5000
2041	788	863	0.3333
2042	789	1708	1.0000
2043	789	653	0.5000
2044	789	49	0.3333
2045	790	130	0.6667
2046	790	645	0.6667
2047	790	133	0.5000
2048	791	130	0.6667
2049	791	133	0.5000
2050	791	683	0.3333
2051	792	130	0.6667
2052	792	2233	0.6667
2053	792	133	0.5000
2054	793	130	0.5000
2055	793	133	0.4000
2056	793	199	0.4000
2057	794	72	1.0000
2058	795	130	0.6667
2059	795	133	0.5000
2060	795	863	0.3333
2061	796	232	0.6667
2062	796	1111	0.5000
2063	796	2576	0.5000
2064	797	137	0.6667
2065	797	665	0.5000
2066	797	1224	0.5000
2067	798	427	0.3333
2068	799	427	0.3333
2069	800	427	0.5000
2070	800	2359	0.3333
2071	800	2365	0.3333
2072	801	2324	0.6667
2073	801	432	0.3333
2074	802	2326	0.6667
2075	802	432	0.3333
2076	803	2328	0.6667
2077	803	432	0.3333
2078	804	2330	0.6667
2079	804	432	0.3333
2080	805	568	0.6667
2081	805	432	0.3333
2082	806	432	0.3333
2083	807	201	0.5000
2084	807	753	0.5000
2085	807	122	0.3333
2086	808	2931	0.5000
2087	808	201	0.3333
2088	809	2933	1.0000
2089	809	201	0.5000
2090	809	122	0.3333
2091	810	2964	0.6667
2092	810	2965	0.5000
2093	810	1842	0.4000
2094	811	114	0.5000
2095	811	201	0.5000
2096	811	115	0.3333
2097	812	2931	0.5000
2098	812	201	0.3333
2099	813	1328	0.6667
2100	813	2929	0.5000
2101	813	2932	0.5000
2102	814	2932	1.0000
2103	814	2057	0.6667
2104	814	2976	0.4000
2105	815	201	0.3333
2106	816	122	1.0000
2107	816	547	0.6667
2108	816	548	0.6667
2109	817	201	0.3333
2110	818	2931	1.0000
2111	818	2579	0.6667
2112	818	2837	0.5000
2113	819	212	0.3333
2114	819	215	0.3333
2115	819	527	0.3333
2116	821	420	1.0000
2117	821	2729	0.6667
2118	821	110	0.5000
2119	822	2729	1.0000
2120	822	420	0.6667
2121	822	2850	0.6000
2122	823	420	0.6667
2123	823	2729	0.5000
2124	823	1174	0.4000
2125	824	114	0.5000
2126	824	217	0.5000
2127	824	115	0.3333
2128	825	217	0.3333
2129	826	1328	0.6667
2130	826	2929	0.5000
2131	826	1865	0.4000
2132	827	2057	0.6667
2133	827	2932	0.5000
2134	827	2976	0.4000
2135	829	1746	0.5000
2136	829	1739	0.4000
2137	829	2553	0.4000
2138	830	1853	0.5000
2139	830	2554	0.4000
2140	831	219	0.3333
2141	834	212	0.3333
2142	834	215	0.3333
2143	834	527	0.3333
2144	835	219	0.3333
2145	836	1321	0.5000
2146	838	1853	0.5000
2147	838	2554	0.4000
2148	839	1032	0.3333
2149	840	1413	0.3333
2150	840	1502	0.3333
2151	840	1840	0.3333
2152	841	212	0.3333
2153	841	215	0.3333
2154	841	527	0.3333
2155	842	1032	0.3333
2156	844	219	0.3333
2157	845	3018	1.0000
2158	845	212	0.3333
2159	845	215	0.3333
2160	847	212	0.3333
2161	847	215	0.3333
2162	847	527	0.3333
2163	848	1746	0.5000
2164	848	1739	0.4000
2165	848	2553	0.4000
2166	849	1853	0.5000
2167	849	2554	0.4000
2168	850	212	0.3333
2169	850	215	0.3333
2170	850	527	0.3333
2171	851	212	0.3333
2172	851	215	0.3333
2173	851	527	0.3333
2174	852	984	0.3333
2175	852	988	0.3333
2176	852	996	0.3333
2177	853	2020	0.3333
2178	853	2021	0.3333
2179	853	2022	0.3333
2180	854	2020	0.3333
2181	854	2021	0.3333
2182	854	2022	0.3333
2183	856	1105	0.5000
2184	856	1520	0.3333
2185	857	1856	0.3333
2186	857	3113	0.3333
2187	857	3188	0.3333
2188	858	2020	0.3333
2189	858	2021	0.3333
2190	858	2022	0.3333
2191	863	212	0.3333
2192	863	215	0.3333
2193	863	527	0.3333
2194	867	1746	0.5000
2195	867	1739	0.4000
2196	867	2553	0.4000
2197	868	1853	0.5000
2198	868	2554	0.4000
2199	870	1853	0.5000
2200	870	2554	0.4000
2201	871	212	0.3333
2202	871	215	0.3333
2203	871	527	0.3333
2204	872	2003	0.6667
2205	872	212	0.3333
2206	872	215	0.3333
2207	873	212	0.3333
2208	873	215	0.3333
2209	873	527	0.3333
2210	875	215	1.0000
2211	875	3032	0.6667
2212	875	212	0.3333
2213	876	2583	0.3333
2214	877	2969	1.0000
2215	877	1174	0.6000
2216	877	1175	0.6000
2217	878	2969	0.8000
2218	878	2850	0.6667
2219	878	2861	0.6667
2220	879	2969	0.8000
2221	879	1174	0.5000
2222	879	1175	0.5000
2223	880	547	0.5000
2224	880	2851	0.5000
2225	880	2862	0.5000
2226	881	114	0.5000
2227	881	115	0.3333
2228	881	116	0.3333
2229	883	1328	0.6667
2230	883	2929	0.5000
2231	883	1865	0.4000
2232	884	2057	0.6667
2233	884	2932	0.5000
2234	884	2976	0.4000
2235	885	202	1.0000
2236	886	1189	1.0000
2237	888	211	1.0000
2238	889	210	0.5000
2239	890	3039	1.0000
2240	890	212	0.3333
2241	890	215	0.3333
2242	891	213	0.5000
2243	891	212	0.3333
2244	892	212	1.0000
2245	892	215	0.3333
2246	892	527	0.3333
2247	893	213	1.0000
2248	894	1773	1.0000
2249	894	212	0.3333
2250	894	215	0.3333
2251	895	1239	0.5000
2252	895	2816	0.4000
2253	895	2815	0.3333
2254	896	1239	0.5000
2255	896	2816	0.4000
2256	896	2815	0.3333
2257	897	1239	0.5000
2258	897	2816	0.4000
2259	897	2815	0.3333
2260	898	1239	0.5000
2261	898	2816	0.4000
2262	898	2815	0.3333
2263	899	1239	0.5000
2264	899	2816	0.4000
2265	899	2815	0.3333
2266	900	1239	0.5000
2267	900	2816	0.4000
2268	900	2815	0.3333
2269	901	205	0.3333
2270	902	3020	1.0000
2271	902	205	0.5000
2272	902	159	0.3333
2273	903	205	0.5000
2274	903	54	0.3333
2275	903	118	0.3333
2276	904	205	0.3333
2277	905	205	0.3333
2278	906	205	0.3333
2279	907	205	0.5000
2280	907	159	0.3333
2281	907	463	0.3333
2282	908	2580	1.0000
2283	908	1509	0.6000
2284	908	224	0.5000
2285	909	205	0.3333
2286	910	205	0.5000
2287	910	159	0.3333
2288	910	463	0.3333
2289	911	205	0.5000
2290	911	121	0.3333
2291	911	159	0.3333
2292	912	205	0.3333
2293	913	205	0.3333
2294	914	205	0.5000
2295	914	159	0.3333
2296	914	330	0.3333
2297	915	664	0.5000
2298	916	205	0.3333
2299	917	2	0.6667
2300	917	5	0.6667
2301	917	1	0.5000
2302	918	205	0.5000
2303	918	159	0.3333
2304	918	463	0.3333
2305	919	3	0.6667
2306	919	6	0.6667
2307	919	1	0.5000
2308	920	205	0.3333
2309	922	205	0.5000
2310	922	159	0.3333
2311	922	463	0.3333
2312	924	984	0.3333
2313	924	988	0.3333
2314	924	996	0.3333
2315	925	212	0.3333
2316	925	215	0.3333
2317	925	527	0.3333
2318	926	212	0.3333
2319	926	215	0.3333
2320	926	527	0.3333
2321	927	3032	0.6667
2322	927	212	0.3333
2323	927	215	0.3333
2324	928	2085	0.3333
2325	928	2086	0.3333
2326	928	2091	0.3333
2327	929	2128	0.4000
2328	929	212	0.3333
2329	929	215	0.3333
2330	930	148	0.3333
2331	930	212	0.3333
2332	930	215	0.3333
2333	933	1853	0.5000
2334	933	2554	0.4000
2335	936	212	0.3333
2336	936	215	0.3333
2337	936	527	0.3333
2338	937	212	0.3333
2339	937	215	0.3333
