cue,response,R1.Strength
kriza,reklame,0.05263157894736842
kriza,življenje,0.10526315789473684
kriza,finance,0.05263157894736842
kriza,država,0.05263157894736842
kriza,žalost,0.05263157894736842
kriza,srednja leta,0.05263157894736842
kriza,težave,0.05263157894736842
kriza,se znajdeš v stistki,0.05263157894736842
kriza,nafta,0.05263157894736842
kriza,wc papir,0.05263157894736842
kriza,panika,0.10526315789473684
kriza,ekonomska,0.05263157894736842
kriza,finančna,0.05263157894736842
kriza,kapitalizem,0.05263157894736842
kriza,kriza srednjih let,0.05263157894736842
kupec,stranka,0.05555555555555555
kupec,iskalec,0.05555555555555555
kupec,prodajalka,0.05555555555555555
kupec,kupiti,0.05555555555555555
kupec,v trgovini,0.05555555555555555
kupec,potrošnik,0.05555555555555555
kupec,trgovina,0.5
kupec,prodajalec,0.1111111111111111
kupec,denar,0.05555555555555555
kupiti,nakup,0.058823529411764705
kupiti,knjige,0.058823529411764705
kupiti,trgovina,0.11764705882352941
kupiti,prehrana,0.058823529411764705
kupiti,f,0.058823529411764705
kupiti,plačati,0.058823529411764705
kupiti,porabiti denar,0.058823529411764705
kupiti,nabaviti,0.058823529411764705
kupiti,hrano,0.11764705882352941
kupiti,denar,0.23529411764705882
kupiti,zvezek,0.058823529411764705
kupiti,kruh,0.058823529411764705
kvalifikacija,poklicna,0.05263157894736842
kvalifikacija,šport,0.10526315789473684
kvalifikacija,sprejemanje,0.05263157894736842
kvalifikacija,sposobnost,0.05263157894736842
kvalifikacija,lakers,0.05263157894736842
kvalifikacija,izobrazba,0.10526315789473684
kvalifikacija,potegovanje,0.05263157894736842
kvalifikacija,kariera,0.05263157894736842
kvalifikacija,znanje,0.05263157894736842
kvalifikacija,barcelona,0.05263157894736842
kvalifikacija,uvrstitev,0.10526315789473684
kvalifikacija,usposabljanje,0.05263157894736842
kvalifikacija,pridobljena veščina,0.05263157894736842
kvalifikacija,delo,0.05263157894736842
kvalifikacija,slaba,0.05263157894736842
kvalifikacija,nogomet,0.05263157894736842
ladja,jadrnica,0.10526315789473684
ladja,čoln,0.21052631578947367
ladja,slabost,0.05263157894736842
ladja,vesolska ladja,0.05263157894736842
ladja,pristanišče,0.05263157894736842
ladja,morne,0.05263157894736842
ladja,v pristanišču,0.05263157894736842
ladja,mornar,0.05263157894736842
ladja,modrina,0.05263157894736842
ladja,morje,0.3157894736842105
lahek,ženska,0.05555555555555555
lahek,otročji,0.05555555555555555
lahek,korak,0.05555555555555555
lahek,težek,0.1111111111111111
lahek,malo,0.05555555555555555
lahek,test,0.05555555555555555
lahek,plen,0.16666666666666666
lahek,preprost,0.05555555555555555
lahek,kot pero,0.05555555555555555
lahek,pero,0.2222222222222222
lahek,lahkoten,0.05555555555555555
lahek,puh,0.05555555555555555
las,umivanje,0.05263157894736842
las,zamašen odtok,0.05263157894736842
las,glavnik,0.05263157894736842
las,koder,0.05263157894736842
las,krtača,0.05263157894736842
las,frizura,0.05263157894736842
las,keratin,0.05263157894736842
las,dlaka,0.15789473684210525
las,siv,0.05263157894736842
las,frizuza,0.05263157894736842
las,lasišče,0.05263157894736842
las,zlat,0.05263157894736842
las,kodri,0.05263157894736842
las,lasulja,0.10526315789473684
las,glava,0.10526315789473684
last,posest,0.07692307692307693
last,kralj,0.038461538461538464
last,moje,0.15384615384615385
last,svojina,0.038461538461538464
last,nepremičnine,0.038461538461538464
last,hisa,0.038461538461538464
last,zemlje,0.038461538461538464
last,last hiše ali objekta,0.038461538461538464
last,omejitev,0.038461538461538464
last,strast,0.038461538461538464
last,nekaj kar je moje,0.038461538461538464
last,lastnik,0.038461538461538464
last,imetje,0.038461538461538464
last,denar,0.038461538461538464
last,imeti,0.038461538461538464
last,lastnina,0.19230769230769232
last,least,0.038461538461538464
last,moje mame,0.038461538461538464
lastnost,leseno,0.05263157894736842
lastnost,pridevnik,0.05263157894736842
lastnost,samostalnik,0.05263157894736842
lastnost,značilnost,0.15789473684210525
lastnost,kvaliteta,0.05263157894736842
lastnost,prvina,0.05263157894736842
lastnost,oris,0.05263157894736842
lastnost,komunikativnost,0.05263157894736842
lastnost,prijazen,0.05263157894736842
lastnost,narava,0.05263157894736842
lastnost,dobra,0.05263157894736842
lastnost,enost,0.05263157894736842
lastnost,značilnosti,0.05263157894736842
lastnost,človeka,0.05263157894736842
lastnost,karakteristika,0.05263157894736842
lastnost,vsebina,0.05263157894736842
lastnost,dober,0.05263157894736842
lepo,krasno,0.05263157894736842
lepo,sonce,0.10526315789473684
lepo,koncept,0.05263157894736842
lepo,svetlo,0.05263157894736842
lepo,prekrasno,0.05263157894736842
lepo,lično,0.05263157894736842
lepo,čudovito,0.10526315789473684
lepo,prijetno,0.05263157894736842
lepo,drugačno,0.05263157894736842
lepo,dan,0.05263157894736842
lepo,umetnost,0.05263157894736842
lepo,bitje,0.05263157894736842
lepo,estetsko,0.15789473684210525
lepo,odlično,0.05263157894736842
lepo,grdo,0.05263157894736842
lestvica,tveganja,0.058823529411764705
lestvica,prvo mesto,0.058823529411764705
lestvica,popularni,0.058823529411764705
lestvica,lestev,0.11764705882352941
lestvica,zaporedje,0.058823529411764705
lestvica,vrh,0.058823529411764705
lestvica,glasba,0.29411764705882354
lestvica,lojtra,0.058823529411764705
lestvica,seznam,0.058823529411764705
lestvica,note,0.058823529411764705
lestvica,merilo,0.058823529411764705
lestvica,ocena,0.058823529411764705
letališče,letalo,0.3684210526315789
letališče,čakanje,0.05263157894736842
letališče,avion,0.10526315789473684
letališče,velik prostor,0.05263157894736842
letališče,aerodrom,0.05263157894736842
letališče,potovanje,0.15789473684210525
letališče,brnik,0.10526315789473684
letališče,letal,0.05263157894736842
letališče,letala,0.05263157894736842
letalo,krila,0.05555555555555555
letalo,letenje,0.05555555555555555
letalo,prevozno sredstvo,0.05555555555555555
letalo,avion,0.1111111111111111
letalo,nesreča,0.05555555555555555
letalo,počitnice,0.05555555555555555
letalo,boeing,0.05555555555555555
letalo,nebo,0.1111111111111111
letalo,avijon,0.05555555555555555
letalo,helikopter,0.05555555555555555
letalo,9/11,0.05555555555555555
letalo,potovanje,0.16666666666666666
letalo,leti,0.05555555555555555
letalo,pilot,0.05555555555555555
letnik,srednja šola,0.05
letnik,starost,0.05
letnik,enako star,0.05
letnik,rojstvo,0.05
letnik,4,0.05
letnik,šolanje,0.05
letnik,rojstva,0.15
letnik,razred,0.05
letnik,generacija,0.05
letnik,prvi,0.1
letnik,izdaje,0.05
letnik,moj,0.05
letnik,letnica,0.05
letnik,gimnazija,0.1
letnik,ponavljanje,0.05
letnik,sošolec,0.05
lev,kralj,0.1111111111111111
lev,strah,0.05555555555555555
lev,burja,0.05555555555555555
lev,levinja,0.05555555555555555
lev,živalski vrt,0.05555555555555555
lev,moč,0.1111111111111111
lev,osel,0.05555555555555555
lev,žival,0.2777777777777778
lev,mačka,0.05555555555555555
lev,horoskop,0.05555555555555555
lev,kralj živali,0.05555555555555555
lev,zodiak,0.05555555555555555
ležati,prosti čas,0.05263157894736842
ležati,pomirjenost,0.05263157894736842
ležati,počivati,0.15789473684210525
ležati,na travi,0.05263157894736842
ležati,počitek,0.05263157894736842
ležati,mrlič,0.05263157894736842
ležati,spanje,0.05263157894736842
ležati,na plaži,0.05263157894736842
ležati,posla,0.05263157894736842
ležati,lenariti,0.05263157894736842
ležati,ležalnik,0.10526315789473684
ležati,plaža,0.05263157894736842
ležati,brezdelje,0.05263157894736842
ležati,postelja,0.15789473684210525
list,"drevesa, rastline, cvetice",0.05
list,papir,0.35
list,belo,0.05
list,papirja,0.15
list,belina,0.05
list,steblo,0.05
list,drevo,0.3
liter,vina,0.1
liter,posoda,0.05
liter,tekočina,0.05
liter,voda,0.15
liter,fizikalna enota za količino tekočine,0.05
liter,mleko,0.15
liter,vrč,0.05
liter,steklenica,0.1
liter,enota,0.05
liter,mleka,0.1
liter,vode,0.15
ljubezen,družina,0.047619047619047616
ljubezen,abstraktni pojem,0.047619047619047616
ljubezen,spoštovanje,0.047619047619047616
ljubezen,izbira,0.047619047619047616
ljubezen,sreča,0.047619047619047616
ljubezen,ljudje,0.047619047619047616
ljubezen,blizu,0.047619047619047616
ljubezen,par,0.047619047619047616
ljubezen,imeti se rad,0.047619047619047616
ljubezen,čudovito,0.047619047619047616
ljubezen,sovraštvo,0.047619047619047616
ljubezen,bog,0.047619047619047616
ljubezen,mati,0.047619047619047616
ljubezen,partner,0.047619047619047616
ljubezen,rad imeti,0.047619047619047616
ljubezen,staromoden,0.047619047619047616
ljubezen,srce,0.23809523809523808
ljubitelj,fan,0.05
ljubitelj,pes,0.05
ljubitelj,glasbe,0.05
ljubitelj,ljubiteljica,0.05
ljubitelj,hobi,0.05
ljubitelj,živali,0.05
ljubitelj,glasba,0.05
ljubitelj,oboževalec,0.2
ljubitelj,filmi,0.05
ljubitelj,ljubezen,0.05
ljubitelj,amater,0.1
ljubitelj,zbiratelj,0.05
ljubitelj,oseba,0.05
ljubitelj,sovražnik,0.05
ljubitelj,dobre hrane,0.05
ljubitelj,zanesenjak,0.05
ljudski,domač,0.05263157894736842
ljudski,plesi,0.05263157894736842
ljudski,narodni,0.05263157894736842
ljudski,človek,0.10526315789473684
ljudski,tribuna,0.05263157894736842
ljudski,tradicionalen,0.05263157894736842
ljudski,pevec,0.05263157894736842
ljudski,popularen,0.05263157894736842
ljudski,zbor,0.05263157894736842
ljudski,preprost,0.05263157894736842
ljudski,človeški,0.10526315789473684
ljudski,pregovor,0.05263157894736842
ljudski,ples,0.10526315789473684
ljudski,pesem,0.05263157894736842
ljudski,vrt,0.10526315789473684
lokacija,lokativ,0.05
lokacija,mesto,0.2
lokacija,ljubljana,0.05
lokacija,maribor,0.05
lokacija,prizorišče,0.05
lokacija,položaj,0.05
lokacija,najdena,0.05
lokacija,risalni žebljiček,0.05
lokacija,dom,0.05
lokacija,google,0.05
lokacija,kraj,0.2
lokacija,zasebnost,0.05
lokacija,prostor,0.05
lokacija,morje,0.05
lokalen,časopis,0.05
lokalen,ekološki,0.05
lokalen,domač,0.2
lokalen,krajevni,0.05
lokalen,poznan,0.05
lokalen,pijanček,0.05
lokalen,avtobus,0.05
lokalen,mestni,0.05
lokalen,oskrba,0.05
lokalen,omejen,0.05
lokalen,zamejen,0.05
lokalen,program,0.05
lokalen,zaščitniški,0.05
lokalen,pomen,0.05
lokalen,bližnji,0.05
lokalen,veljak,0.05
lokalen,vir,0.05
lotiti,se dela,0.05
lotiti,sola,0.05
lotiti,početi,0.05
lotiti,se nečesa,0.05
lotiti,začeti,0.2
lotiti,loterija,0.1
lotiti,čistit,0.05
lotiti,suzana,0.05
lotiti,ne da se mi,0.05
lotiti,delo,0.3
lotiti,začetek,0.05
luč,na koncu tunela,0.05263157894736842
luč,svetloba,0.5263157894736842
luč,dan,0.05263157894736842
luč,eonce,0.05263157894736842
luč,svetilka,0.05263157894736842
luč,soba,0.05263157894736842
luč,svetoba,0.05263157894736842
luč,prihodnosti,0.05263157894736842
luč,žarnica,0.05263157894736842
luč,tema,0.05263157894736842
malce,skrb,0.05263157894736842
malce,malica,0.05263157894736842
malce,ne veliko,0.05263157894736842
malce,veliko,0.05263157894736842
malce,premalo,0.05263157894736842
malce,malo,0.3684210526315789
malce,malenkost,0.05263157894736842
malce,narobe,0.05263157894736842
malce,manh,0.05263157894736842
malce,majhen,0.05263157894736842
malce,drobec,0.05263157894736842
malce,bolna,0.05263157894736842
malce,res malo,0.05263157894736842
mama,dojka,0.05
mama,obremenjena,0.05
mama,življenje,0.05
mama,oči,0.05
mama,najboljša,0.05
mama,moja,0.05
mama,ljubezen,0.35
mama,starš,0.05
mama,mami,0.05
mama,oče,0.1
mama,sorodstvo,0.05
mama,mati so mi rekli,0.05
mama,mari,0.05
mandat,urška,0.05
mandat,janez janša,0.05
mandat,predsednik,0.3
mandat,štiri leta,0.05
mandat,obdobje,0.05
mandat,politik,0.1
mandat,5 let,0.05
mandat,politika,0.25
mandat,petletni,0.05
mandat,volitve,0.05
manjkati,v službi,0.05263157894736842
manjkati,pouk,0.21052631578947367
manjkati,šola,0.10526315789473684
manjkati,odsotnost,0.05263157894736842
manjkati,zamuditi,0.10526315789473684
manjkati,ne imeti,0.05263157894736842
manjkati,biti odsoten,0.05263157894736842
manjkati,odsoten,0.05263157894736842
manjkati,faliti,0.05263157894736842
manjkati,v šoli,0.10526315789473684
manjkati,pogrešati,0.05263157894736842
manjkati,hrepenenje,0.05263157894736842
manjkati,potrebščina,0.05263157894736842
material,gradivo,0.1
material,materialnost,0.05
material,železo,0.05
material,les,0.2
material,odpadno,0.05
material,za gradnjo,0.05
material,roba,0.05
material,gradbeni,0.15
material,sredstva,0.05
material,surovina,0.05
material,snov,0.1
material,stvar,0.05
material,materija,0.05
mati,vonj po kruhu,0.05555555555555555
mati,otroci,0.05555555555555555
mati,mamica,0.05555555555555555
mati,edina,0.05555555555555555
mati,toplina,0.1111111111111111
mati,ljubezen,0.2222222222222222
mati,mami,0.05555555555555555
mati,oče,0.16666666666666666
mati,šopek,0.05555555555555555
mati,mama,0.16666666666666666
medijski,časopis,0.1
medijski,novičarski,0.05
medijski,grafični,0.05
medijski,javnost,0.05
medijski,pomp,0.05
medijski,neresnična novica,0.05
medijski,oddajnik,0.05
medijski,tehnik,0.05
medijski,novinar,0.05
medijski,linč,0.05
medijski,"linčanje, objave",0.05
medijski,laž,0.05
medijski,rtv,0.05
medijski,konvekcijski,0.05
medijski,vrišč,0.05
medijski,ponpoznost,0.05
medijski,prostor,0.1
medijski,kolaps,0.05
mera,velikost,0.058823529411764705
mera,obleka,0.058823529411764705
mera,ustrezna,0.058823529411764705
mera,tehtnica,0.058823529411764705
mera,dolžina,0.11764705882352941
mera,podatek,0.058823529411764705
mera,meter,0.17647058823529413
mera,enota,0.058823529411764705
mera,dobršna,0.058823529411764705
mera,liter,0.058823529411764705
mera,obseg,0.058823529411764705
mera,kilogram,0.058823529411764705
mera,prava,0.058823529411764705
mera,občutek,0.058823529411764705
merilo,mera,0.15789473684210525
merilo,meter,0.2631578947368421
merilo,norma,0.05263157894736842
merilo,uspeha,0.05263157894736842
merilo,trikotnik,0.05263157894736842
merilo,šola,0.05263157894736842
merilo,nivo,0.05263157894736842
merilo,"določitev količine, časa...",0.05263157894736842
merilo,pošteno,0.05263157894736842
merilo,okvir,0.05263157894736842
merilo,merska enota,0.05263157894736842
merilo,matematika,0.05263157894736842
merilo,kakovost,0.05263157894736842
meso,krava,0.09090909090909091
meso,ja,0.045454545454545456
meso,puranje,0.045454545454545456
meso,rdeče,0.09090909090909091
meso,poljsko,0.045454545454545456
meso,govedina,0.09090909090909091
meso,goveje,0.045454545454545456
meso,hrana,0.22727272727272727
meso,jem,0.045454545454545456
meso,piščančje,0.045454545454545456
meso,svinjsko,0.045454545454545456
meso,piščanec,0.045454545454545456
meso,zrezek,0.09090909090909091
meso,mesnica,0.045454545454545456
metoda,raziskovanja,0.05263157894736842
metoda,analiza,0.05263157894736842
metoda,raziskovalec,0.05263157894736842
metoda,problem,0.05263157894736842
metoda,dela,0.05263157894736842
metoda,način dela,0.05263157894736842
metoda,znanstvena,0.05263157894736842
metoda,znanost,0.10526315789473684
metoda,programiranje,0.05263157894736842
metoda,varstvo,0.05263157894736842
metoda,lahka,0.05263157894736842
metoda,anita,0.05263157894736842
metoda,kuhanje,0.05263157894736842
metoda,način,0.15789473684210525
metoda,resevanje problemov,0.05263157894736842
metoda,prijem,0.05263157894736842
miniti,končati,0.15789473684210525
miniti,čas,0.3157894736842105
miniti,spomin,0.05263157894736842
miniti,konec,0.05263157894736842
miniti,življenje,0.05263157894736842
miniti,leto,0.05263157894736842
miniti,nekaj ali nekdo je odšel,0.05263157894736842
miniti,dan,0.05263157894736842
miniti,smrt,0.10526315789473684
miniti,pokopališče,0.05263157894736842
miniti,mint,0.05263157894736842
minulo,starinski izraz za preteklost,0.05263157894736842
minulo,preteklost,0.10526315789473684
minulo,preminulo,0.05263157894736842
minulo,leto,0.10526315789473684
minulo,noč,0.05263157894736842
minulo,zadnjič,0.05263157894736842
minulo,smrt,0.05263157894736842
minulo,preteklo,0.42105263157894735
minulo,delo,0.10526315789473684
mir,"pred šolo, tišina, počitek",0.05263157894736842
mir,dosežek,0.05263157894736842
mir,varnost,0.05263157894736842
mir,na svetu,0.05263157894736842
mir,spokojnost,0.05263157894736842
mir,svoboda,0.05263157894736842
mir,dobro,0.05263157894736842
mir,prijatelj,0.05263157894736842
mir,vojna,0.2631578947368421
mir,dež,0.05263157894736842
mir,tišina,0.21052631578947367
mir,in tišina,0.05263157894736842
misel,filozofija,0.05
misel,črna,0.05
misel,utrniti,0.05
misel,oblak,0.05
misel,tedna,0.05
misel,šteje,0.05
misel,lepa,0.05
misel,svoboda,0.05
misel,"modrost, fant, razmišljanje",0.05
misel,dobra,0.05
misel,pamet,0.05
misel,možgani,0.15
misel,prva,0.1
misel,razmišljanje,0.15
misel,miselni vzorec,0.05
miza,les,0.05555555555555555
miza,stol,0.2222222222222222
miza,omara,0.05555555555555555
miza,lesena,0.05555555555555555
miza,vogal,0.05555555555555555
miza,kosilo,0.16666666666666666
miza,mizar,0.05555555555555555
miza,hrana,0.1111111111111111
miza,predmet,0.05555555555555555
miza,obložena,0.05555555555555555
miza,prt,0.1111111111111111
mladinski,mlad,0.05263157894736842
mladinski,bralec,0.05263157894736842
mladinski,tabor,0.10526315789473684
mladinski,skupina,0.05263157894736842
mladinski,nekaj za mlade,0.05263157894736842
mladinski,mladostniki,0.05263157894736842
mladinski,šola,0.05263157894736842
mladinski,center,0.2631578947368421
mladinski,klub,0.05263157894736842
mladinski,zbor,0.15789473684210525
mladinski,gledališče,0.05263157894736842
mladinski,zabaven,0.05263157894736842
mleko,krava,0.21052631578947367
mleko,tetrapak,0.05263157894736842
mleko,kozarec,0.05263157894736842
mleko,krave,0.05263157894736842
mleko,voda,0.05263157894736842
mleko,alpsko,0.05263157894736842
mleko,palačinke,0.05263157894736842
mleko,čokolino kava palačinke,0.05263157894736842
mleko,laktoza,0.05263157894736842
mleko,kravje,0.05263157894736842
mleko,kosmiči,0.05263157894736842
mleko,belo,0.10526315789473684
mleko,jogurt,0.05263157894736842
mleko,bela tekočina,0.05263157894736842
mleko,sirotka,0.05263157894736842
mnogo,veliko,0.8421052631578947
mnogo,množica,0.05263157894736842
mnogo,malo,0.05263157894736842
mnogo,več,0.05263157894736842
množica,drhal,0.05263157894736842
množica,presek,0.05263157894736842
množica,ljudje,0.21052631578947367
množica,ljudi,0.10526315789473684
množica,skupnost,0.05263157894736842
množica,"gneča veliko ljudi,",0.05263157894736842
množica,število,0.05263157894736842
množica,veliko ljudi,0.10526315789473684
množica,utesnjenost,0.05263157894736842
množica,protest,0.05263157894736842
množica,veliko število ljudi,0.05263157894736842
množica,matematika,0.10526315789473684
množica,črnuhi,0.05263157894736842
mobilen,gibalen,0.047619047619047616
mobilen,hiter,0.09523809523809523
mobilen,telefon,0.38095238095238093
mobilen,premičen,0.047619047619047616
mobilen,gibljiv,0.14285714285714285
mobilen,dostopen,0.047619047619047616
mobilen,premikajoč,0.09523809523809523
mobilen,avto,0.09523809523809523
mobilen,transport,0.047619047619047616
močno,krepko,0.1
močno,zelo pomembno,0.05
močno,veselje,0.05
močno,zobovje,0.05
močno,4,0.05
močno,mišice,0.15
močno,mišica,0.05
močno,bolečina,0.05
močno,fejst,0.05
močno,lahko,0.05
močno,deževje,0.05
močno,čustvo,0.05
močno,trdno,0.05
močno,objem,0.05
močno,zelo,0.1
močno,moč,0.05
model,kalup,0.05
model,perfekten,0.05
model,avta,0.05
model,twigy,0.05
model,ljubljana,0.05
model,podatkovni,0.05
model,moda,0.15
model,top,0.05
model,fotografije,0.05
model,poslovni,0.05
model,oblika,0.05
model,lep,0.05
model,prijatelj,0.05
model,torta,0.05
model,pomoč,0.05
model,računalniški,0.05
model,manekenka,0.05
model,super,0.05
moder,janko,0.058823529411764705
moder,plav,0.058823529411764705
moder,barva,0.058823529411764705
moder,pameten,0.4117647058823529
moder,morje,0.058823529411764705
moder,starec,0.058823529411764705
moder,nebo,0.058823529411764705
moder,dirkač,0.058823529411764705
moder,star,0.11764705882352941
moder,zobek,0.058823529411764705
modni,trendovski,0.05263157894736842
modni,čevlji,0.05263157894736842
modni,dodatek,0.42105263157894735
modni,starizem,0.05263157894736842
modni,slog,0.05263157894736842
modni,novi,0.05263157894736842
modni,oblikovalec,0.05263157894736842
modni,sedanji,0.05263157894736842
modni,pista,0.05263157894736842
modni,manekenke,0.05263157894736842
modni,eleganten,0.05263157894736842
modni,ura,0.05263157894736842
morebiten,potek,0.05263157894736842
morebiten,padec,0.05263157894736842
morebiten,morda,0.10526315789473684
morebiten,neobvezen,0.05263157894736842
morebiten,zadetek,0.05263157894736842
morebiten,mogoč,0.10526315789473684
morebiten,dodatek,0.05263157894736842
morebiten,dogodek,0.05263157894736842
morebiten,ne vem,0.05263157894736842
morebiten,možen,0.05263157894736842
morebiten,negotov,0.05263157894736842
morebiten,telefon,0.05263157894736842
morebiten,pojav,0.05263157894736842
morebiten,nebodigatreba,0.05263157894736842
morebiten,trenuten,0.05263157894736842
morebiten,mogoče,0.10526315789473684
morje,vodovje,0.05
morje,delfin,0.05
morje,sonce,0.15
morje,sol,0.05
morje,plaza,0.05
morje,hrvaška,0.05
morje,počitnice,0.05
morje,jadranje,0.05
morje,kopanje,0.05
morje,crveni vrh,0.05
morje,mir,0.05
morje,uživanje,0.05
morje,toplo,0.05
morje,plaža,0.05
morje,obala,0.1
morje,modro,0.05
morje,razburkano,0.05
moški,mlad,0.05
moški,spol,0.15
moški,ženska,0.2
moški,moč,0.15
moški,penis,0.05
moški,človek,0.05
moški,starejši,0.05
moški,odrasla oseba moškega spola,0.05
moški,alfa,0.05
moški,moj,0.05
moški,tip,0.05
moški,star,0.05
moški,fant,0.05
most,zidani most,0.05263157894736842
most,igra,0.05263157894736842
most,čez reko,0.05263157894736842
most,povezanost,0.05263157894736842
most,promet,0.05263157894736842
most,skok,0.05263157894736842
most,kamen,0.05263157894736842
most,prijateljstva,0.05263157894736842
most,reka,0.3157894736842105
most,povezava,0.05263157894736842
most,na soči,0.05263157894736842
most,pot,0.05263157894736842
most,tromostovje,0.10526315789473684
moštvo,tenis,0.05263157894736842
moštvo,nk marjbor,0.05263157894736842
moštvo,ekipa,0.5263157894736842
moštvo,tim,0.21052631578947367
moštvo,nogomet,0.05263157894736842
moštvo,košarka,0.05263157894736842
moštvo,zmaga,0.05263157894736842
motiti,šunder,0.047619047619047616
motiti,govoriti narobe,0.047619047619047616
motiti,pouk,0.047619047619047616
motiti,šum,0.047619047619047616
motiti,pri delu,0.047619047619047616
motiti,sestanek,0.047619047619047616
motiti,spanje,0.047619047619047616
motiti,neprijetno,0.047619047619047616
motiti,nemir,0.047619047619047616
motiti,nadležno,0.09523809523809523
motiti,mir,0.09523809523809523
motiti,proces,0.047619047619047616
motiti,nezbranost,0.047619047619047616
motiti,prekiniti,0.047619047619047616
motiti,se,0.09523809523809523
motiti,misel,0.047619047619047616
motiti,zmotiti,0.047619047619047616
motiti,motati,0.047619047619047616
motor,električni,0.05
motor,mašina,0.05
motor,kolo,0.15
motor,tomos,0.05
motor,avtomobil,0.05
motor,svoboda,0.05
motor,motorno kolo,0.05
motor,ropot,0.05
motor,glasen,0.05
motor,lebron james,0.05
motor,avto,0.35
motor,stvar ki poganja storie,0.05
možno,verjetno,0.058823529411764705
možno,morda,0.058823529411764705
možno,potencialno,0.058823529411764705
možno,vse,0.11764705882352941
možno,je,0.058823529411764705
možno,lahko da je,0.058823529411764705
možno,morebitno,0.058823529411764705
možno,verjetnost,0.058823529411764705
možno,jd,0.058823529411764705
možno,mogoče,0.17647058823529413
možno,izvedljivo,0.058823529411764705
možno,lahko,0.11764705882352941
možno,možnost,0.058823529411764705
mreža,ujetost,0.05
mreža,gol,0.05
mreža,ribiška,0.05
mreža,vrečka,0.05
mreža,ljudi,0.05
mreža,socialna,0.05
mreža,viseča mreža,0.05
mreža,pajek,0.2
mreža,ribiška mreža,0.05
mreža,začrtano,0.05
mreža,ribe,0.1
mreža,splet,0.05
mreža,želja,0.05
mreža,ribič,0.05
mreža,"ribiška mreža, ribe, morje",0.05
mreža,ribištvo,0.05
muzej,van gogh,0.05555555555555555
muzej,prosti čas,0.05555555555555555
muzej,razstava,0.1111111111111111
muzej,ustanova,0.05555555555555555
muzej,zgodovina,0.1111111111111111
muzej,znanje,0.05555555555555555
muzej,starine,0.05555555555555555
muzej,kraj z preteklostjo,0.05555555555555555
muzej,galerija,0.05555555555555555
muzej,ribištva,0.05555555555555555
muzej,umetnost,0.05555555555555555
muzej,tišina,0.05555555555555555
muzej,kultura,0.05555555555555555
muzej,stavba,0.1111111111111111
muzej,staro,0.05555555555555555
načelo,smer,0.05263157894736842
načelo,pravilo,0.10526315789473684
načelo,doslednost,0.05263157894736842
načelo,vrednote,0.05263157894736842
načelo,človek,0.05263157894736842
načelo,držati se,0.05263157894736842
načelo,vrednost,0.05263157894736842
načelo,vrsta,0.05263157894736842
načelo,princip,0.10526315789473684
načelo,"pravila, ki jih za določeno stvar določi posameznik, družba ali širša javnos",0.05263157894736842
načelo,poštenost,0.05263157894736842
načelo,vodilo,0.05263157894736842
načelo,trdo,0.05263157894736842
načelo,zvestoba,0.05263157894736842
načelo,etika,0.15789473684210525
nacionalni,načrt,0.05263157894736842
nacionalni,državni,0.3157894736842105
nacionalni,dokument,0.05263157894736842
nacionalni,od vseh,0.05263157894736842
nacionalni,naš,0.05263157894736842
nacionalni,narodni,0.10526315789473684
nacionalni,država,0.05263157894736842
nacionalni,nacionalist,0.05263157894736842
nacionalni,slovenski,0.10526315789473684
nacionalni,inštitut,0.05263157894736842
nacionalni,zbor,0.05263157894736842
nacionalni,ponos,0.05263157894736842
načrtovati,načrt,0.13636363636363635
načrtovati,planirat,0.045454545454545456
načrtovati,predvidevati razvoj dogodkov v prihodnosti,0.045454545454545456
načrtovati,planirati,0.09090909090909091
načrtovati,neplačan misrlni napor žensk,0.045454545454545456
načrtovati,načrt za počitnice,0.045454545454545456
načrtovati,rokovnik,0.045454545454545456
načrtovati,"počitnice, življenje, delo, plani, preudarnost",0.045454545454545456
načrtovati,spontanost,0.045454545454545456
načrtovati,taborniki,0.045454545454545456
načrtovati,zasnovati,0.045454545454545456
načrtovati,potovanje,0.09090909090909091
načrtovati,pogovor,0.045454545454545456
načrtovati,včasih je bolje ne,0.045454545454545456
načrtovati,planiranje,0.045454545454545456
načrtovati,plan,0.13636363636363635
nadaljevanje,neskončnost,0.05263157894736842
nadaljevanje,etapa,0.05263157894736842
nadaljevanje,napredek,0.05263157894736842
nadaljevanje,naslednje,0.05263157894736842
nadaljevanje,podaljševanje,0.05263157894736842
nadaljevanje,uspešno,0.05263157894736842
nadaljevanje,filma,0.05263157894736842
nadaljevanje,knjige,0.05263157894736842
nadaljevanje,konec,0.05263157894736842
nadaljevanje,življenje,0.05263157894736842
nadaljevanje,limonada,0.05263157894736842
nadaljevanje,del,0.05263157894736842
nadaljevanje,serija,0.05263157894736842
nadaljevanje,postanek,0.05263157894736842
nadaljevanje,zgodba,0.05263157894736842
nadaljevanje,dokončanje,0.05263157894736842
nadaljevanje,danes,0.05263157894736842
nadaljevanje,upanje,0.05263157894736842
nadaljevanje,začetek,0.05263157894736842
nadaljnji,gora,0.05555555555555555
nadaljnji,naslednji,0.2222222222222222
nadaljnji,bodoč,0.05555555555555555
nadaljnji,sporazum,0.05555555555555555
nadaljnji,tisti ki pride,0.05555555555555555
nadaljnji,postopek,0.05555555555555555
nadaljnji,korak,0.05555555555555555
nadaljnji,sledeči,0.05555555555555555
nadaljnji,j,0.05555555555555555
nadaljnji,naslednik,0.05555555555555555
